,初始指数,到期日期,终止指数,敲入日期,敲入点位,敲出日期,敲出点位,敲入敲出状态,敲出所需时间（月度）,完成周期,绝对收益率,年化收益率,得到高票息,敲出,PE_TTM
2017-09-14,2672.84,2019-09-16,2982.45,2018-06-25,2536.46,2017-12-14,2850.05,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5084
2017-09-15,2668.38,2019-09-16,2982.45,2018-06-26,2506.72,2017-12-15,2820.17,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.449
2017-09-18,2674.18,2019-09-18,2954.36,2018-06-25,2536.46,2017-12-18,2829.06,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4551
2017-09-19,2670.69,2019-09-19,2956.83,2018-06-25,2536.46,2017-12-19,2873.03,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4512
2017-09-20,2662.63,2019-09-20,2963.43,2018-06-26,2506.72,2017-12-20,2879.64,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4222
2017-09-21,2675.55,2019-09-23,2930.91,2018-06-25,2536.46,2017-12-21,2895.37,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5058
2017-09-22,2679.05,2019-09-23,2930.91,2018-06-25,2536.46,2017-12-22,2880.77,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5343
2017-09-25,2680.65,2019-09-25,2928.84,2018-06-25,2536.46,2017-12-25,2880.1,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6041
2017-09-26,2678.99,2019-09-26,2927.88,2018-06-25,2536.46,2017-12-26,2894.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5996
2017-09-27,2661.55,2019-09-27,2929.47,2018-06-26,2506.72,2017-12-27,2839.63,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5172
2017-09-28,2661.28,2019-09-30,2897.7,2018-06-26,2506.72,2017-12-28,2859.05,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5107
2017-09-29,2672.33,2019-09-30,2897.7,2018-06-25,2536.46,2017-12-29,2860.44,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5101
2017-10-09,2692.08,2019-10-09,2922.98,2018-06-25,2536.46,2018-01-09,2969.32,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1858
2017-10-10,2695.54,2019-10-10,2940.8,2018-06-25,2536.46,2018-01-10,2995.56,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1937
2017-10-11,2707.52,2019-10-11,2983.12,2018-06-25,2536.46,2018-01-11,2997.04,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2506
2017-10-12,2718.35,2019-10-14,3013.53,2018-06-21,2579.05,2018-01-12,3018.6,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2641
2017-10-13,2713.38,2019-10-14,3013.53,2018-06-25,2536.46,2018-01-15,3048.81,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.234
2017-10-16,2726.64,2019-10-16,3004.72,2018-06-21,2579.05,2018-01-16,3063.86,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3055
2017-10-17,2723.53,2019-10-17,3011.75,2018-06-21,2579.05,2018-01-17,3076.18,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2695
2017-10-18,2753.01,2019-10-18,2963.18,2018-05-30,2605.9,2018-01-18,3106.55,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4113
2017-10-19,2756.04,2019-10-21,2968.91,2018-05-30,2605.9,2018-01-19,3117.82,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4397
2017-10-20,2737.64,2019-10-21,2968.91,2018-06-19,2599.78,2018-01-22,3130.33,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3415
2017-10-23,2734.37,2019-10-23,2954.31,2018-06-21,2579.05,2018-01-23,3176.5,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3104
2017-10-24,2753.65,2019-10-24,2959.03,2018-05-30,2605.9,2018-01-24,3180.33,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3864
2017-10-25,2752.14,2019-10-25,2967.05,2018-05-30,2605.9,2018-01-25,3157.46,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3525
2017-10-26,2771.04,2019-10-28,2981.36,2018-05-30,2605.9,2018-01-26,3172.78,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.366
2017-10-27,2814.27,2019-10-28,2981.36,2018-04-16,2664.7,2018-01-29,3120.7,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4999
2017-10-30,2809.11,2019-10-30,2952.12,2018-04-16,2664.7,2018-01-30,3079.12,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.554
2017-10-31,2793.71,2019-10-31,2954.73,2018-04-17,2635.7,2018-01-31,3116.83,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4709
2017-11-01,2789.4,2019-11-01,3002.65,2018-04-17,2635.7,2018-02-01,3141.23,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5025
2017-11-02,2794.1,2019-11-04,3022.27,2018-04-17,2635.7,2018-02-02,3149.64,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5551
2017-11-03,2800.47,2019-11-04,3022.27,2018-04-17,2635.7,2018-02-05,3181.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5619
2017-11-06,2792.22,2019-11-06,3032.79,2018-04-17,2635.7,2018-02-06,3117.49,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5147
2017-11-07,2821.96,2019-11-07,3033.3,2018-04-16,2664.7,2018-02-07,3029.6,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6381
2017-11-08,2819.96,2019-11-08,3012.46,2018-04-16,2664.7,2018-02-08,2945.84,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6156
2017-11-09,2832.96,2019-11-11,2965.71,2018-04-16,2664.7,2019-04-09,2967.51,敲入，敲出,17.0,1,0.025833333333333333,0.018235294117647058,1,1,11.6377
2017-11-10,2862.34,2019-11-11,2965.71,2018-03-28,2694.83,2019-04-10,2979.1,敲入，敲出,17.0,1,0.025833333333333333,0.018235294117647058,1,1,11.6526
2017-11-13,2873.51,2019-11-13,2967.67,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.7232
2017-11-14,2861.42,2019-11-14,2968.57,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.6774
2017-11-15,2850.05,2019-11-15,2954.7,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.6022
2017-11-16,2879.4,2019-11-18,2980.95,2018-03-28,2694.83,2019-04-16,3023.03,敲入，敲出,17.0,1,0.025833333333333333,0.018235294117647058,1,1,11.6297
2017-11-17,2938.8,2019-11-18,2980.95,2018-03-23,2791.47,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.8508
2017-11-20,2941.15,2019-11-20,2968.12,2018-03-23,2791.47,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.8799
2017-11-21,2987.17,2019-11-21,2949.34,2017-12-15,2820.17,1900-01-01,0.0,敲入，不敲出,,1,-0.012664160392612422,-0.006332080196306211,0,0,11.9852
2017-11-22,3012.36,2019-11-22,2922.27,2017-12-01,2842.18,1900-01-01,0.0,敲入，不敲出,,1,-0.02990678404971525,-0.014953392024857626,0,0,12.1452
2017-11-23,2940.73,2019-11-25,2951.25,2018-03-23,2791.47,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.8993
2017-11-24,2936.83,2019-11-25,2951.25,2018-03-26,2738.87,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.88
2017-11-27,2917.31,2019-11-27,2944.32,2018-03-26,2738.87,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.7965
2017-11-28,2897.11,2019-11-28,2930.48,2018-03-26,2738.87,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.6981
2017-11-29,2893.28,2019-11-29,2894.72,2018-03-26,2738.87,2019-07-01,3002.94,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,11.6917
2017-11-30,2863.45,2019-12-02,2899.44,2018-03-28,2694.83,2019-07-01,3002.94,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,11.6051
2017-12-01,2842.18,2019-12-02,2899.44,2018-03-28,2694.83,2019-07-01,3002.94,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,11.5386
2017-12-04,2861.36,2019-12-04,2901.07,2018-03-28,2694.83,2019-04-04,2951.98,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.59
2017-12-05,2910.48,2019-12-05,2921.95,2018-03-26,2738.87,2019-11-05,3039.98,敲入，敲出,23.0,1,0.050833333333333335,0.026521739130434784,1,1,11.7813
2017-12-06,2875.73,2019-12-06,2939.82,2018-03-28,2694.83,2019-04-08,2962.27,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.6611
2017-12-07,2848.89,2019-12-09,2933.04,2018-03-28,2694.83,2019-04-08,2962.27,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.5588
2017-12-08,2865.34,2019-12-09,2933.04,2018-03-28,2694.83,2019-04-08,2962.27,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.5768
2017-12-11,2899.1,2019-12-11,2949.65,2018-03-26,2738.87,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.6839
2017-12-12,2850.2,2019-12-12,2938.04,2018-03-28,2694.83,2019-09-12,2999.56,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,11.5085
2017-12-13,2872.94,2019-12-13,3006.31,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,11.5806
2017-12-14,2850.05,2019-12-16,2999.2,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,11.4924
2017-12-15,2820.17,2019-12-16,2999.2,2018-04-16,2664.7,2019-04-15,2924.93,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.3908
2017-12-18,2829.06,2019-12-18,3025.78,2018-04-16,2664.7,2019-04-18,3004.92,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.438
2017-12-19,2873.03,2019-12-19,3017.71,2018-03-28,2694.83,2019-04-19,3042.43,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.5831
2017-12-20,2879.64,2019-12-20,3012.63,2018-03-28,2694.83,2019-04-22,2970.49,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.6057
2017-12-21,2895.37,2019-12-23,2984.24,2018-03-26,2738.87,2019-12-23,2984.24,敲入，敲出,24.0,1,0.05500000000000001,0.027500000000000004,1,1,11.6437
2017-12-22,2880.77,2019-12-23,2984.24,2018-03-28,2694.83,2019-04-22,2970.49,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.6131
2017-12-25,2880.1,2019-12-25,2986.0,2018-03-28,2694.83,2019-10-25,2967.05,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.6261
2017-12-26,2894.34,2019-12-26,3011.64,2018-03-26,2738.87,2019-10-28,2981.36,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.7156
2017-12-27,2839.63,2019-12-27,3017.78,2018-03-28,2694.83,2019-04-29,2939.41,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.5695
2017-12-28,2859.05,2019-12-30,3062.75,2018-03-28,2694.83,2019-10-28,2981.36,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.6535
2017-12-29,2860.44,2019-12-30,3062.75,2018-03-28,2694.83,2019-07-01,3002.94,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.6763
2018-01-02,2908.73,2020-01-02,3090.83,2018-03-26,2738.87,2019-07-02,2999.08,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.4795
2018-01-03,2913.26,2020-01-03,3078.28,2018-03-26,2738.87,2019-11-04,3022.27,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.5019
2018-01-04,2919.48,2020-01-06,3056.84,2018-03-26,2738.87,2019-11-04,3022.27,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.5418
2018-01-05,2932.36,2020-01-06,3056.84,2018-03-26,2738.87,2019-11-05,3039.98,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.5897
2018-01-08,2947.76,2020-01-08,3037.85,2018-03-23,2791.47,2020-01-08,3037.85,敲入，敲出,24.0,1,0.05500000000000001,0.027500000000000004,1,1,11.6347
2018-01-09,2969.32,2020-01-09,3067.55,2018-02-09,2810.03,2020-01-09,3067.55,敲入，敲出,24.0,1,0.05500000000000001,0.027500000000000004,1,1,11.6668
2018-01-10,2995.56,2020-01-10,3067.88,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.7955
2018-01-11,2997.04,2020-01-13,3090.13,2018-02-09,2810.03,2020-01-13,3090.13,敲入，敲出,24.0,1,0.05500000000000001,0.027500000000000004,1,1,11.828
2018-01-12,3018.6,2020-01-13,3090.13,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,11.8873
2018-01-15,3048.81,2020-01-15,3058.01,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,0.0,0.0,0,0,12.0287
2018-01-16,3063.86,2020-01-16,3043.09,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,-0.006779030373450512,-0.003389515186725256,0,0,12.0867
2018-01-17,3076.18,2020-01-17,3053.17,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,-0.00748005643362859,-0.003740028216814295,0,0,12.1751
2018-01-18,3106.55,2020-01-20,3065.99,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.013056284302522259,-0.006528142151261129,0,0,12.3609
2018-01-19,3117.82,2020-01-20,3065.99,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.016623794831003846,-0.008311897415501923,0,0,12.4481
2018-01-22,3130.33,2020-01-22,3017.88,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.03592273019138548,-0.01796136509569274,0,0,12.4541
2018-01-23,3176.5,2020-01-23,2932.49,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.07681725169211406,-0.03840862584605703,0,0,12.7316
2018-01-24,3180.33,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.14251351274867696,-0.07125675637433848,0,0,12.759
2018-01-25,3157.46,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.13630259765761088,-0.06815129882880544,0,0,12.6781
2018-01-26,3172.78,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.14047302365748648,-0.07023651182874324,0,0,12.7385
2018-01-29,3120.7,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.126128753164354,-0.063064376582177,0,0,12.6254
2018-01-30,3079.12,2020-02-03,2727.09,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,-0.114328119722518,-0.057164059861259,0,0,12.4171
2018-01-31,3116.83,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.12504371428663086,-0.06252185714331543,0,0,12.5415
2018-02-01,3141.23,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.13184007538448306,-0.06592003769224153,0,0,12.6747
2018-02-02,3149.64,2020-02-03,2727.09,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.13415818950737224,-0.06707909475368612,0,0,12.7509
2018-02-05,3181.34,2020-02-05,2812.9,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.11581283358584749,-0.05790641679292374,0,0,12.9513
2018-02-06,3117.49,2020-02-06,2854.89,2018-02-08,2945.84,1900-01-01,0.0,敲入，不敲出,,1,-0.08423443218743276,-0.04211721609371638,0,0,12.6645
2018-02-07,3029.6,2020-02-07,2851.71,2018-02-09,2810.03,1900-01-01,0.0,敲入，不敲出,,1,-0.05871732241880112,-0.02935866120940056,0,0,12.2564
2018-02-08,2945.84,2020-02-10,2850.06,2018-03-23,2791.47,2020-01-08,3037.85,敲入，敲出,23.0,1,0.050833333333333335,0.026521739130434784,1,1,11.8477
2018-02-09,2810.03,2020-02-10,2850.06,2018-04-16,2664.7,2019-04-09,2967.51,敲入，敲出,14.0,1,0.013333333333333332,0.011428571428571427,1,1,11.3383
2018-02-12,2805.21,2020-02-12,2895.59,2018-04-16,2664.7,2019-04-12,2920.52,敲入，敲出,14.0,1,0.013333333333333332,0.011428571428571427,1,1,11.2713
2018-02-13,2852.72,2020-02-13,2875.48,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,11.4456
2018-02-14,2871.79,2020-02-14,2895.06,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,11.5003
2018-02-22,2931.88,2020-02-24,2930.03,2018-03-26,2738.87,1900-01-01,0.0,敲入，不敲出,,1,-0.0006309944472487894,-0.0003154972236243947,0,0,11.7573
2018-02-23,2957.17,2020-02-24,2930.03,2018-03-23,2791.47,1900-01-01,0.0,敲入，不敲出,,1,-0.009177693538078624,-0.004588846769039312,0,0,11.853
2018-02-26,2973.79,2020-02-26,2901.67,2018-03-23,2791.47,1900-01-01,0.0,敲入，不敲出,,1,-0.024251880596814157,-0.012125940298407079,0,0,11.9299
2018-02-27,2927.1,2020-02-27,2912.04,2018-03-26,2738.87,2019-12-27,3017.78,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.7067
2018-02-28,2878.67,2020-02-28,2821.04,2018-03-28,2694.83,2019-10-28,2981.36,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,11.5133
2018-03-01,2891.3,2020-03-02,2907.89,2018-03-26,2738.87,2019-07-01,3002.94,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.54
2018-03-02,2864.18,2020-03-02,2907.89,2018-03-28,2694.83,2019-07-02,2999.08,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,11.4443
2018-03-05,2863.99,2020-03-05,3018.07,2018-03-28,2694.83,2019-04-08,2962.27,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,11.4555
2018-03-06,2892.48,2020-03-06,2964.83,2018-03-26,2738.87,2019-09-06,2981.07,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.5406
2018-03-07,2878.15,2020-03-09,2868.83,2018-03-28,2694.83,2019-09-09,2981.59,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.5142
2018-03-08,2898.25,2020-03-09,2868.83,2018-03-26,2738.87,2019-11-08,3012.46,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,11.5272
2018-03-09,2908.2,2020-03-09,2868.83,2018-03-26,2738.87,2020-01-09,3067.55,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,11.5469
2018-03-12,2909.58,2020-03-12,2841.98,2018-03-26,2738.87,2019-09-12,2999.56,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.5511
2018-03-13,2883.38,2020-03-13,2798.77,2018-03-26,2738.87,2019-09-16,2982.45,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.4948
2018-03-14,2871.33,2020-03-16,2694.02,2018-03-28,2694.83,2019-09-16,2982.45,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.4437
2018-03-15,2894.98,2020-03-16,2694.02,2018-03-26,2738.87,2019-09-16,2982.45,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,11.5066
2018-03-16,2870.73,2020-03-16,2694.02,2018-03-28,2694.83,2019-04-16,3023.03,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,11.4048
2018-03-19,2897.26,2020-03-19,2569.79,2018-03-26,2738.87,2019-04-19,3042.43,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,11.4854
2018-03-20,2904.4,2020-03-20,2628.42,2018-03-26,2738.87,2019-12-20,3012.63,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,11.5529
2018-03-21,2894.18,2020-03-23,2559.62,2018-03-26,2738.87,2019-12-23,2984.24,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,11.5118
2018-03-22,2866.67,2020-03-23,2559.62,2018-03-28,2694.83,2019-04-22,2970.49,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,11.4397
2018-03-23,2791.47,2020-03-23,2559.62,2018-04-17,2635.7,2019-04-23,2978.85,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,11.1807
2018-03-26,2738.87,2020-03-26,2689.28,2018-06-19,2599.78,2019-04-26,2892.86,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,10.9204
2018-03-27,2747.59,2020-03-27,2701.44,2018-05-30,2605.9,2019-04-29,2939.41,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,10.9397
2018-03-28,2694.83,2020-03-30,2690.04,2018-06-25,2536.46,2019-04-29,2939.41,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,10.7689
2018-03-29,2738.79,2020-03-30,2690.04,2018-06-19,2599.78,2019-03-29,2838.51,敲入，敲出,12.0,1,0.005,0.005,1,1,10.9427
2018-03-30,2722.15,2020-03-30,2690.04,2018-06-21,2579.05,2019-04-01,2892.62,敲入，敲出,12.0,1,0.005,0.005,1,1,10.8645
2018-04-02,2711.37,2020-04-02,2719.89,2018-06-25,2536.46,2019-03-04,2832.59,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.4815
2018-04-03,2697.27,2020-04-03,2708.82,2018-06-25,2536.46,2019-03-04,2832.59,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.3945
2018-04-04,2702.37,2020-04-07,2757.41,2018-06-25,2536.46,2019-03-04,2832.59,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.3883
2018-04-09,2715.73,2020-04-09,2752.59,2018-06-21,2579.05,2019-04-09,2967.51,敲入，敲出,12.0,1,0.005,0.005,1,1,10.4409
2018-04-10,2780.8,2020-04-10,2749.85,2018-04-17,2635.7,2019-04-10,2979.1,敲入，敲出,12.0,1,0.005,0.005,1,1,10.7102
2018-04-11,2785.34,2020-04-13,2739.17,2018-04-17,2635.7,2019-04-11,2928.43,敲入，敲出,12.0,1,0.005,0.005,1,1,10.7693
2018-04-12,2749.7,2020-04-13,2739.17,2018-05-30,2605.9,2019-04-12,2920.52,敲入，敲出,12.0,1,0.005,0.005,1,1,10.6326
2018-04-13,2726.4,2020-04-13,2739.17,2018-06-21,2579.05,2019-04-15,2924.93,敲入，敲出,12.0,1,0.005,0.005,1,1,10.5391
2018-04-16,2664.7,2020-04-16,2768.26,2018-06-26,2506.72,2019-03-18,2825.18,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.2919
2018-04-17,2635.7,2020-04-17,2809.08,2018-06-27,2452.64,2019-03-18,2825.18,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.1927
2018-04-18,2653.77,2020-04-20,2819.79,2018-06-26,2506.72,2019-03-18,2825.18,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.2922
2018-04-19,2682.55,2020-04-20,2819.79,2018-06-25,2536.46,2019-03-19,2806.9,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.3904
2018-04-20,2647.38,2020-04-20,2819.79,2018-06-26,2506.72,2019-03-20,2812.92,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.2782
2018-04-23,2664.92,2020-04-23,2797.66,2018-06-26,2506.72,2019-02-25,2787.7,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.3379
2018-04-24,2722.85,2020-04-24,2776.02,2018-06-21,2579.05,2019-04-24,2974.85,敲入，敲出,12.0,1,0.005,0.005,1,1,10.5387
2018-04-25,2702.98,2020-04-27,2805.22,2018-06-25,2536.46,2019-02-25,2787.7,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.4382
2018-04-26,2666.02,2020-04-27,2805.22,2018-06-26,2506.72,2019-04-26,2892.86,敲入，敲出,12.0,1,0.005,0.005,1,1,10.3304
2018-04-27,2653.54,2020-04-27,2805.22,2018-06-26,2506.72,2019-02-27,2750.34,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.3686
2018-05-02,2652.73,2020-05-06,2863.85,2018-06-26,2506.72,2019-03-04,2832.59,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.3576
2018-05-03,2663.98,2020-05-06,2863.85,2018-06-26,2506.72,2019-03-04,2832.59,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.4033
2018-05-04,2646.35,2020-05-06,2863.85,2018-06-26,2506.72,2019-03-04,2832.59,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.3416
2018-05-07,2683.85,2020-05-07,2854.42,2018-06-25,2536.46,2019-03-07,2789.7,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.4838
2018-05-08,2722.88,2020-05-08,2873.01,2018-06-21,2579.05,2019-04-08,2962.27,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.5967
2018-05-09,2717.24,2020-05-11,2871.85,2018-06-21,2579.05,2019-04-09,2967.51,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.5952
2018-05-10,2729.4,2020-05-11,2871.85,2018-06-21,2579.05,2019-04-10,2979.1,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.6447
2018-05-11,2724.72,2020-05-11,2871.85,2018-06-21,2579.05,2019-04-11,2928.43,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.6486
2018-05-14,2753.54,2020-05-14,2834.53,2018-05-30,2605.9,2019-04-15,2924.93,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.7163
2018-05-15,2750.83,2020-05-15,2819.69,2018-05-30,2605.9,2019-04-15,2924.93,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.7091
2018-05-16,2716.78,2020-05-18,2837.17,2018-06-21,2579.05,2019-03-18,2825.18,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.5666
2018-05-17,2700.88,2020-05-18,2837.17,2018-06-25,2536.46,2019-03-18,2825.18,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.5312
2018-05-18,2740.53,2020-05-18,2837.17,2018-06-19,2599.78,2019-03-18,2825.18,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,10.7463
2018-05-21,2745.8,2020-05-21,2846.82,2018-05-30,2605.9,2019-04-22,2970.49,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,10.7532
