,初始指数,到期日期,终止指数,敲入日期,敲入点位,敲出日期,敲出点位,敲入敲出状态,敲出所需时间（月度）,完成周期,绝对收益率,年化收益率,得到高票息,敲出,PE_TTM
2017-01-05,2322.68,2019-01-07,2314.32,1900-01-01,0.0,2017-06-05,2450.35,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.3978
2017-01-06,2308.94,2019-01-07,2314.32,1900-01-01,0.0,2017-04-06,2390.39,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3941
2017-01-09,2318.34,2019-01-09,2332.72,1900-01-01,0.0,2017-06-09,2519.27,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.4358
2017-01-10,2312.6,2019-01-10,2331.85,1900-01-01,0.0,2017-06-12,2521.17,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.405
2017-01-11,2300.47,2019-01-11,2354.5,1900-01-01,0.0,2017-04-11,2382.11,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3585
2017-01-12,2295.4,2019-01-14,2331.14,1900-01-01,0.0,2017-04-12,2378.86,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3469
2017-01-13,2308.06,2019-01-14,2331.14,1900-01-01,0.0,2017-05-15,2381.75,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.4117
2017-01-16,2337.39,2019-01-16,2381.22,1900-01-01,0.0,2017-06-16,2452.79,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.5478
2017-01-17,2329.6,2019-01-17,2371.35,1900-01-01,0.0,2017-06-19,2484.12,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.5239
2017-01-18,2342.78,2019-01-18,2417.36,1900-01-01,0.0,2017-06-19,2484.12,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.5695
2017-01-19,2334.96,2019-01-21,2432.49,1900-01-01,0.0,2017-06-19,2484.12,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.5358
2017-01-20,2347.18,2019-01-21,2432.49,1900-01-01,0.0,2017-06-20,2474.43,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.5597
2017-01-23,2347.1,2019-01-23,2397.05,1900-01-01,0.0,2017-06-23,2529.1,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.5856
2017-01-24,2352.42,2019-01-24,2411.56,1900-01-01,0.0,2017-06-26,2543.32,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,10.6625
2017-01-25,2358.7,2019-01-25,2441.64,1900-01-01,0.0,2017-05-25,2473.5,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.6739
2017-01-26,2364.02,2019-01-28,2437.03,1900-01-01,0.0,2017-05-26,2471.21,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.6927
2017-02-03,2339.99,2019-02-11,2527.47,1900-01-01,0.0,2017-06-05,2450.35,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.584
2017-02-06,2343.97,2019-02-11,2527.47,1900-01-01,0.0,2017-06-06,2466.01,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.6085
2017-02-07,2337.53,2019-02-11,2527.47,1900-01-01,0.0,2017-06-07,2484.03,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.5798
2017-02-08,2346.43,2019-02-11,2527.47,1900-01-01,0.0,2017-06-08,2507.03,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.5987
2017-02-09,2354.9,2019-02-11,2527.47,1900-01-01,0.0,2017-06-09,2519.27,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.6382
2017-02-10,2368.18,2019-02-11,2527.47,1900-01-01,0.0,2017-06-12,2521.17,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.7015
2017-02-13,2379.31,2019-02-13,2580.61,1900-01-01,0.0,2017-06-13,2515.14,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.7551
2017-02-14,2373.51,2019-02-14,2576.31,1900-01-01,0.0,2017-06-14,2477.32,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.7379
2017-02-15,2372.19,2019-02-15,2517.46,1900-01-01,0.0,2017-06-15,2461.97,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.7719
2017-02-16,2376.76,2019-02-18,2582.85,1900-01-01,0.0,2017-06-16,2452.79,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.7708
2017-02-17,2362.71,2019-02-18,2582.85,1900-01-01,0.0,2017-06-19,2484.12,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.6942
2017-02-20,2394.12,2019-02-20,2588.17,2019-01-02,2262.79,2017-06-20,2474.43,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.8161
2017-02-21,2396.88,2019-02-21,2577.23,2018-12-27,2276.06,2017-06-21,2497.25,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.8342
2017-02-22,2398.19,2019-02-22,2623.07,2018-12-27,2276.06,2017-06-22,2516.67,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.8556
2017-02-23,2387.42,2019-02-25,2787.7,2019-01-02,2262.79,2017-06-23,2529.1,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.8063
2017-02-24,2389.88,2019-02-25,2787.7,2019-01-02,2262.79,2017-06-26,2543.32,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,10.7916
2017-02-27,2370.56,2019-02-27,2750.34,1900-01-01,0.0,2017-05-31,2479.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.7031
2017-02-28,2370.71,2019-02-28,2743.97,1900-01-01,0.0,2017-05-31,2479.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.7141
2017-03-01,2371.93,2019-03-01,2819.47,1900-01-01,0.0,2017-06-01,2496.45,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.7194
2017-03-02,2354.91,2019-03-04,2832.59,1900-01-01,0.0,2017-06-02,2475.46,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6534
2017-03-03,2347.15,2019-03-04,2832.59,1900-01-01,0.0,2017-06-05,2450.35,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5932
2017-03-06,2349.89,2019-03-06,2840.27,1900-01-01,0.0,2017-06-06,2466.01,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5924
2017-03-07,2356.29,2019-03-07,2789.7,1900-01-01,0.0,2017-06-07,2484.03,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6296
2017-03-08,2358.07,2019-03-08,2685.59,1900-01-01,0.0,2017-06-08,2507.03,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6427
2017-03-09,2346.55,2019-03-11,2708.6,1900-01-01,0.0,2017-06-09,2519.27,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5809
2017-03-10,2339.23,2019-03-11,2708.6,1900-01-01,0.0,2017-06-12,2521.17,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.541
2017-03-13,2354.89,2019-03-13,2723.96,1900-01-01,0.0,2017-06-13,2515.14,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6091
2017-03-14,2354.9,2019-03-14,2729.13,1900-01-01,0.0,2017-06-14,2477.32,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6204
2017-03-15,2357.31,2019-03-15,2755.81,1900-01-01,0.0,2017-06-15,2461.97,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6274
2017-03-16,2369.19,2019-03-18,2825.18,1900-01-01,0.0,2017-06-16,2452.79,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6747
2017-03-17,2346.96,2019-03-18,2825.18,1900-01-01,0.0,2017-06-19,2484.12,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.588
2017-03-20,2350.07,2019-03-20,2812.92,1900-01-01,0.0,2017-06-20,2474.43,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6453
2017-03-21,2357.14,2019-03-21,2802.96,1900-01-01,0.0,2017-06-21,2497.25,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6776
2017-03-22,2338.55,2019-03-22,2795.39,1900-01-01,0.0,2017-06-22,2516.67,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5882
2017-03-23,2347.43,2019-03-25,2718.18,1900-01-01,0.0,2017-06-23,2529.1,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6053
2017-03-24,2365.6,2019-03-25,2718.18,1900-01-01,0.0,2017-06-26,2543.32,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6837
2017-03-27,2364.43,2019-03-27,2741.59,1900-01-01,0.0,2017-06-27,2554.7,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6869
2017-03-28,2356.31,2019-03-28,2733.97,1900-01-01,0.0,2017-06-28,2537.64,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6495
2017-03-29,2352.69,2019-03-29,2838.51,1900-01-01,0.0,2017-06-29,2552.98,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6516
2017-03-30,2346.67,2019-04-01,2892.62,1900-01-01,0.0,2017-06-30,2549.97,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6437
2017-03-31,2359.75,2019-04-01,2892.62,1900-01-01,0.0,2017-06-30,2549.97,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3707
2017-04-05,2384.26,2019-04-08,2962.27,2019-01-02,2262.79,2017-07-05,2548.1,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4601
2017-04-06,2390.39,2019-04-08,2962.27,2019-01-02,2262.79,2017-07-06,2553.88,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4761
2017-04-07,2388.27,2019-04-08,2962.27,2019-01-02,2262.79,2017-07-07,2543.66,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4929
2017-04-10,2379.16,2019-04-10,2979.1,1900-01-01,0.0,2017-07-10,2550.11,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4523
2017-04-11,2382.11,2019-04-11,2928.43,2019-01-02,2262.79,2017-07-11,2570.59,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4814
2017-04-12,2378.86,2019-04-12,2920.52,1900-01-01,0.0,2017-07-12,2565.14,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.482
2017-04-13,2368.11,2019-04-15,2924.93,1900-01-01,0.0,2017-07-13,2600.95,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4405
2017-04-14,2355.52,2019-04-15,2924.93,1900-01-01,0.0,2017-07-14,2622.98,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3844
2017-04-17,2357.52,2019-04-17,3017.42,1900-01-01,0.0,2017-07-17,2631.41,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3932
2017-04-18,2337.35,2019-04-18,3004.92,1900-01-01,0.0,2017-07-18,2624.31,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2994
2017-04-19,2325.04,2019-04-19,3042.43,1900-01-01,0.0,2017-07-19,2657.89,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2193
2017-04-20,2335.65,2019-04-22,2970.49,1900-01-01,0.0,2017-07-20,2665.45,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2348
2017-04-21,2347.67,2019-04-22,2970.49,1900-01-01,0.0,2017-07-21,2639.21,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3148
2017-04-24,2341.93,2019-04-24,2974.85,1900-01-01,0.0,2017-07-24,2654.38,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3041
2017-04-25,2344.74,2019-04-25,2928.0,1900-01-01,0.0,2017-07-25,2643.07,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3073
2017-04-26,2344.5,2019-04-26,2892.86,1900-01-01,0.0,2017-07-26,2636.2,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3271
2017-04-27,2351.64,2019-04-29,2939.41,1900-01-01,0.0,2017-07-27,2636.63,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3766
2017-04-28,2347.04,2019-04-29,2939.41,1900-01-01,0.0,2017-07-28,2636.39,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3705
2017-05-02,2336.79,2019-05-06,2805.04,1900-01-01,0.0,2017-08-02,2680.63,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3025
2017-05-03,2329.77,2019-05-06,2805.04,1900-01-01,0.0,2017-08-03,2646.22,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2636
2017-05-04,2325.43,2019-05-06,2805.04,1900-01-01,0.0,2017-08-04,2627.8,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2578
2017-05-05,2320.6,2019-05-06,2805.04,1900-01-01,0.0,2017-08-07,2634.18,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2489
2017-05-08,2326.1,2019-05-08,2758.24,1900-01-01,0.0,2017-08-08,2635.18,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2882
2017-05-09,2316.29,2019-05-09,2698.78,1900-01-01,0.0,2017-08-09,2620.38,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.2497
2017-05-10,2324.92,2019-05-10,2793.76,1900-01-01,0.0,2017-08-10,2611.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.286
2017-05-11,2339.29,2019-05-13,2741.11,1900-01-01,0.0,2017-08-11,2570.26,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.371
2017-05-12,2375.45,2019-05-13,2741.11,1900-01-01,0.0,2017-08-14,2591.45,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5242
2017-05-15,2381.75,2019-05-15,2783.54,1900-01-01,0.0,2017-08-15,2605.24,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5426
2017-05-16,2381.32,2019-05-16,2791.41,1900-01-01,0.0,2017-08-16,2595.0,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5007
2017-05-17,2363.56,2019-05-17,2735.21,1900-01-01,0.0,2017-08-17,2604.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4117
2017-05-18,2354.75,2019-05-20,2715.43,1900-01-01,0.0,2017-08-18,2613.26,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.3931
2017-05-19,2361.66,2019-05-20,2715.43,1900-01-01,0.0,2017-08-21,2616.82,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.4028
2017-05-22,2381.55,2019-05-22,2725.73,1900-01-01,0.0,2017-08-22,2643.5,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.5005
2017-05-23,2411.8,2019-05-23,2685.93,2018-12-26,2281.56,2017-08-23,2659.78,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6571
2017-05-24,2407.57,2019-05-24,2702.03,2018-12-26,2281.56,2017-08-24,2646.4,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.6334
2017-05-25,2473.5,2019-05-27,2722.33,2018-12-20,2334.92,2017-08-25,2706.24,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8632
2017-05-26,2471.21,2019-05-27,2722.33,2018-12-20,2334.92,2017-08-28,2736.46,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.872
2017-05-31,2479.08,2019-05-31,2728.95,2018-12-20,2334.92,2017-08-31,2714.63,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9123
2017-06-01,2496.45,2019-06-03,2743.06,2018-07-04,2368.43,2017-09-01,2710.12,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0033
2017-06-02,2475.46,2019-06-03,2743.06,2018-12-20,2334.92,2017-09-04,2711.35,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9216
2017-06-05,2450.35,2019-06-05,2719.59,2018-12-21,2306.15,2017-09-05,2729.85,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.7614
2017-06-06,2466.01,2019-06-06,2706.76,2018-12-20,2334.92,2017-09-06,2714.33,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8012
2017-06-07,2484.03,2019-06-10,2743.37,2018-12-20,2334.92,2017-09-07,2691.83,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8678
2017-06-08,2507.03,2019-06-10,2743.37,2018-07-04,2368.43,2017-09-08,2686.69,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9362
2017-06-09,2519.27,2019-06-10,2743.37,2018-07-02,2386.38,2017-09-11,2674.75,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.969
2017-06-12,2521.17,2019-06-12,2796.73,2018-07-02,2386.38,2017-09-12,2692.54,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0509
2017-06-13,2515.14,2019-06-13,2794.54,2018-07-02,2386.38,2017-09-13,2687.67,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0271
2017-06-14,2477.32,2019-06-14,2785.61,2018-12-20,2334.92,2017-09-14,2672.84,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9046
2017-06-15,2461.97,2019-06-17,2793.7,2018-12-20,2334.92,2017-09-15,2668.38,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8257
2017-06-16,2452.79,2019-06-17,2793.7,2018-12-21,2306.15,2017-09-18,2674.18,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.7854
2017-06-19,2484.12,2019-06-19,2842.74,2018-12-20,2334.92,2017-09-19,2670.69,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8563
2017-06-20,2474.43,2019-06-20,2942.63,2018-12-20,2334.92,2017-09-20,2662.63,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8413
2017-06-21,2497.25,2019-06-21,2938.77,2018-07-04,2368.43,2017-09-21,2675.55,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9069
2017-06-22,2516.67,2019-06-24,2949.52,2018-07-02,2386.38,2017-09-22,2679.05,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9939
2017-06-23,2529.1,2019-06-24,2949.52,2018-07-02,2386.38,2017-09-25,2680.65,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.047
2017-06-26,2543.32,2019-06-26,2903.49,2018-07-02,2386.38,2017-09-26,2678.99,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0666
2017-06-27,2554.7,2019-06-27,2937.13,2018-06-28,2425.18,2017-09-27,2661.55,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0836
2017-06-28,2537.64,2019-06-28,2930.6,2018-07-02,2386.38,2017-09-28,2661.28,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0243
2017-06-29,2552.98,2019-07-01,3002.94,2018-06-28,2425.18,2017-09-29,2672.33,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0906
2017-06-30,2549.97,2019-07-01,3002.94,2018-07-02,2386.38,2017-10-09,2692.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9102
2017-07-03,2534.37,2019-07-03,2964.73,2018-07-02,2386.38,2017-10-09,2692.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.8691
2017-07-04,2511.15,2019-07-04,2953.27,2018-07-04,2368.43,2017-10-09,2692.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.83
2017-07-05,2548.1,2019-07-05,2961.92,2018-07-02,2386.38,2017-10-09,2692.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.928
2017-07-06,2553.88,2019-07-08,2897.51,2018-06-28,2425.18,2017-10-09,2692.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9548
2017-07-07,2543.66,2019-07-08,2897.51,2018-07-02,2386.38,2017-10-09,2692.08,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9156
2017-07-10,2550.11,2019-07-10,2878.78,2018-07-02,2386.38,2017-10-10,2695.54,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9133
2017-07-11,2570.59,2019-07-11,2887.83,2018-06-28,2425.18,2017-10-11,2707.52,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9629
2017-07-12,2565.14,2019-07-12,2902.13,2018-06-28,2425.18,2017-10-12,2718.35,不敲入，敲出,3.0,1,0.00125,0.005,1,1,10.9445
2017-07-13,2600.95,2019-07-15,2902.61,2018-06-27,2452.64,2017-10-13,2713.38,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0768
2017-07-14,2622.98,2019-07-15,2902.61,2018-06-27,2452.64,2017-10-16,2726.64,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1223
2017-07-17,2631.41,2019-07-17,2875.03,2018-06-27,2452.64,2017-10-17,2723.53,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2526
2017-07-18,2624.31,2019-07-18,2859.16,2018-06-27,2452.64,2017-10-18,2753.01,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2102
2017-07-19,2657.89,2019-07-19,2895.62,2018-06-26,2506.72,2017-10-19,2756.04,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2856
2017-07-20,2665.45,2019-07-22,2881.9,2018-06-26,2506.72,2017-11-20,2941.15,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,11.3236
2017-07-21,2639.21,2019-07-22,2881.9,2018-06-26,2506.72,2017-10-23,2734.37,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2483
2017-07-24,2654.38,2019-07-24,2906.55,2018-06-26,2506.72,2017-10-24,2753.65,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2844
2017-07-25,2643.07,2019-07-25,2931.18,2018-06-26,2506.72,2017-10-25,2752.14,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2977
2017-07-26,2636.2,2019-07-26,2939.35,2018-06-27,2452.64,2017-10-26,2771.04,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3402
2017-07-27,2636.63,2019-07-29,2930.49,2018-06-27,2452.64,2017-10-27,2814.27,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3135
2017-07-28,2636.39,2019-07-29,2930.49,2018-06-27,2452.64,2017-10-30,2809.11,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3018
2017-07-31,2638.12,2019-07-31,2912.66,2018-06-27,2452.64,2017-10-31,2793.71,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2958
2017-08-01,2681.81,2019-08-01,2887.87,2018-06-25,2536.46,2017-11-01,2789.4,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4638
2017-08-02,2680.63,2019-08-02,2843.77,2018-06-25,2536.46,2017-11-02,2794.1,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4882
2017-08-03,2646.22,2019-08-05,2786.72,2018-06-26,2506.72,2017-11-03,2800.47,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3654
2017-08-04,2627.8,2019-08-05,2786.72,2018-06-27,2452.64,2017-11-06,2792.22,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3209
2017-08-07,2634.18,2019-08-07,2747.25,2018-06-27,2452.64,2017-11-07,2821.96,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3264
2017-08-08,2635.18,2019-08-08,2786.87,2018-06-27,2452.64,2017-11-08,2819.96,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3413
2017-08-09,2620.38,2019-08-09,2772.15,2018-06-27,2452.64,2017-11-09,2832.96,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2267
2017-08-10,2611.34,2019-08-12,2824.8,2018-06-27,2452.64,2017-11-10,2862.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2045
2017-08-11,2570.26,2019-08-12,2824.8,2018-06-28,2425.18,2017-11-13,2873.51,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.0833
2017-08-14,2591.45,2019-08-14,2804.36,2018-06-27,2452.64,2017-11-14,2861.42,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1105
2017-08-15,2605.24,2019-08-15,2814.39,2018-06-27,2452.64,2017-11-15,2850.05,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1972
2017-08-16,2595.0,2019-08-16,2824.23,2018-06-27,2452.64,2017-11-16,2879.4,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1607
2017-08-17,2604.08,2019-08-19,2877.23,2018-06-27,2452.64,2017-11-17,2938.8,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.1988
2017-08-18,2613.26,2019-08-19,2877.23,2018-06-27,2452.64,2017-11-20,2941.15,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2225
2017-08-21,2616.82,2019-08-21,2869.22,2018-06-27,2452.64,2017-11-21,2987.17,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.2407
2017-08-22,2643.5,2019-08-22,2878.0,2018-06-26,2506.72,2017-11-22,3012.36,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3245
2017-08-23,2659.78,2019-08-23,2917.38,2018-06-26,2506.72,2017-11-23,2940.73,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.4191
2017-08-24,2646.4,2019-08-26,2863.48,2018-06-26,2506.72,2017-11-24,2936.83,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.3928
2017-08-25,2706.24,2019-08-26,2863.48,2018-06-25,2536.46,2017-11-27,2917.31,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6943
2017-08-28,2736.46,2019-08-28,2867.03,2018-06-20,2598.33,2017-11-28,2897.11,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.7745
2017-08-29,2739.13,2019-08-29,2855.45,2018-06-19,2599.78,2017-11-29,2893.28,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.8049
2017-08-30,2728.23,2019-08-30,2872.4,2018-06-21,2579.05,2017-11-30,2863.45,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.7344
2017-08-31,2714.63,2019-09-02,2894.96,2018-06-25,2536.46,2017-11-30,2863.45,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6523
2017-09-01,2710.12,2019-09-02,2894.96,2018-06-25,2536.46,2017-12-01,2842.18,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6034
2017-09-04,2711.35,2019-09-04,2919.68,2018-06-25,2536.46,2017-12-04,2861.36,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6509
2017-09-05,2729.85,2019-09-05,2955.84,2018-06-21,2579.05,2017-12-05,2910.48,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.7279
2017-09-06,2714.33,2019-09-06,2981.07,2018-06-25,2536.46,2017-12-06,2875.73,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6913
2017-09-07,2691.83,2019-09-09,2981.59,2018-06-25,2536.46,2017-12-07,2848.89,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6012
2017-09-08,2686.69,2019-09-09,2981.59,2018-06-25,2536.46,2017-12-08,2865.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5799
2017-09-11,2674.75,2019-09-11,2957.14,2018-06-25,2536.46,2017-12-11,2899.1,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5428
2017-09-12,2692.54,2019-09-12,2999.56,2018-06-25,2536.46,2017-12-12,2850.2,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.6
2017-09-13,2687.67,2019-09-16,2982.45,2018-06-25,2536.46,2017-12-13,2872.94,不敲入，敲出,3.0,1,0.00125,0.005,1,1,11.5769
