代码,简称,日期,涨跌幅(%),
881001.WI,万得全A,2021-10-19,0.8047,
881001.WI,万得全A,2021-10-20,-0.0846,
881001.WI,万得全A,2021-10-21,0.0033,
881001.WI,万得全A,2021-10-22,-0.1647,
881001.WI,万得全A,2021-10-25,0.836,
881001.WI,万得全A,2021-10-26,-0.3108,
881001.WI,万得全A,2021-10-27,-1.0464,
881001.WI,万得全A,2021-10-28,-1.2975,
881001.WI,万得全A,2021-10-29,1.3242,
881001.WI,万得全A,2021-11-01,0.2363,
881001.WI,万得全A,2021-11-02,-0.9985,
881001.WI,万得全A,2021-11-03,-0.0941,
881001.WI,万得全A,2021-11-04,1.1027,
881001.WI,万得全A,2021-11-05,-0.8417,
881001.WI,万得全A,2021-11-08,0.4471,
881001.WI,万得全A,2021-11-09,0.5942,
881001.WI,万得全A,2021-11-10,-0.2782,
881001.WI,万得全A,2021-11-11,1.1788,
881001.WI,万得全A,2021-11-12,0.3115,
881001.WI,万得全A,2021-11-15,-0.2756,
881001.WI,万得全A,2021-11-16,-0.4685,
881001.WI,万得全A,2021-11-17,0.8337,
881001.WI,万得全A,2021-11-18,-0.604,
881001.WI,万得全A,2021-11-19,1.1507,
881001.WI,万得全A,2021-11-22,1.0951,
881001.WI,万得全A,2021-11-23,0.0059,
881001.WI,万得全A,2021-11-24,-0.0286,
881001.WI,万得全A,2021-11-25,-0.2457,
881001.WI,万得全A,2021-11-26,-0.3024,
881001.WI,万得全A,2021-11-29,0.2329,
881001.WI,万得全A,2021-11-30,0.0904,
881001.WI,万得全A,2021-12-01,0.2553,
881001.WI,万得全A,2021-12-02,-0.3747,
881001.WI,万得全A,2021-12-03,0.7986,
881001.WI,万得全A,2021-12-06,-0.8647,
881001.WI,万得全A,2021-12-07,-0.3621,
881001.WI,万得全A,2021-12-08,1.5289,
881001.WI,万得全A,2021-12-09,0.8615,
881001.WI,万得全A,2021-12-10,0.0132,
881001.WI,万得全A,2021-12-13,0.536,
881001.WI,万得全A,2021-12-14,-0.353,
881001.WI,万得全A,2021-12-15,-0.5197,
881001.WI,万得全A,2021-12-16,0.6378,
881001.WI,万得全A,2021-12-17,-1.316,
881001.WI,万得全A,2021-12-20,-1.5236,
881001.WI,万得全A,2021-12-21,0.9929,
881001.WI,万得全A,2021-12-22,0.3043,
881001.WI,万得全A,2021-12-23,0.3057,
881001.WI,万得全A,2021-12-24,-1.0881,
881001.WI,万得全A,2021-12-27,-0.0038,
881001.WI,万得全A,2021-12-28,0.718,
881001.WI,万得全A,2021-12-29,-0.8763,
881001.WI,万得全A,2021-12-30,0.8377,
881001.WI,万得全A,2021-12-31,0.5991,
881001.WI,万得全A,2022-01-04,-0.2062,
881001.WI,万得全A,2022-01-05,-1.4762,
881001.WI,万得全A,2022-01-06,-0.2085,
881001.WI,万得全A,2022-01-07,-0.7383,
881001.WI,万得全A,2022-01-10,0.4811,
881001.WI,万得全A,2022-01-11,-0.8808,
881001.WI,万得全A,2022-01-12,1.1852,
881001.WI,万得全A,2022-01-13,-1.5034,
881001.WI,万得全A,2022-01-14,-0.3855,
881001.WI,万得全A,2022-01-17,1.1483,
881001.WI,万得全A,2022-01-18,0.1287,
881001.WI,万得全A,2022-01-19,-0.6877,
881001.WI,万得全A,2022-01-20,-0.5297,
881001.WI,万得全A,2022-01-21,-1.0763,
881001.WI,万得全A,2022-01-24,0.1993,
881001.WI,万得全A,2022-01-25,-3.0063,
881001.WI,万得全A,2022-01-26,0.6397,
881001.WI,万得全A,2022-01-27,-2.4292,
881001.WI,万得全A,2022-01-28,-0.4612,
881001.WI,万得全A,2022-02-07,1.4682,
881001.WI,万得全A,2022-02-08,0.1146,
881001.WI,万得全A,2022-02-09,1.2625,
881001.WI,万得全A,2022-02-10,-0.3025,
881001.WI,万得全A,2022-02-11,-1.2879,
881001.WI,万得全A,2022-02-14,-0.7307,
881001.WI,万得全A,2022-02-15,1.0777,
881001.WI,万得全A,2022-02-16,0.5873,
881001.WI,万得全A,2022-02-17,0.207,
881001.WI,万得全A,2022-02-18,0.5573,
881001.WI,万得全A,2022-02-21,0.3094,
881001.WI,万得全A,2022-02-22,-1.1011,
881001.WI,万得全A,2022-02-23,1.5039,
881001.WI,万得全A,2022-02-24,-2.0931,
881001.WI,万得全A,2022-02-25,0.9767,
881001.WI,万得全A,2022-02-28,0.3109,
881001.WI,万得全A,2022-03-01,0.5935,
881001.WI,万得全A,2022-03-02,-0.4142,
881001.WI,万得全A,2022-03-03,-0.5558,
881001.WI,万得全A,2022-03-04,-1.199,
881001.WI,万得全A,2022-03-07,-2.5245,
881001.WI,万得全A,2022-03-08,-2.6065,
881001.WI,万得全A,2022-03-09,-1.1187,
881001.WI,万得全A,2022-03-10,1.7805,
881001.WI,万得全A,2022-03-11,0.518,
881001.WI,万得全A,2022-03-14,-2.8128,
881001.WI,万得全A,2022-03-15,-4.7386,
881001.WI,万得全A,2022-03-16,3.7678,
881001.WI,万得全A,2022-03-17,1.8395,
881001.WI,万得全A,2022-03-18,0.8738,
881001.WI,万得全A,2022-03-21,0.443,
881001.WI,万得全A,2022-03-22,-0.1718,
881001.WI,万得全A,2022-03-23,0.4709,
881001.WI,万得全A,2022-03-24,-0.7764,
881001.WI,万得全A,2022-03-25,-1.3669,
881001.WI,万得全A,2022-03-28,-0.482,
881001.WI,万得全A,2022-03-29,-0.516,
881001.WI,万得全A,2022-03-30,2.3655,
881001.WI,万得全A,2022-03-31,-0.7936,
881001.WI,万得全A,2022-04-01,0.706,
881001.WI,万得全A,2022-04-06,-0.0542,
881001.WI,万得全A,2022-04-07,-1.7325,
881001.WI,万得全A,2022-04-08,0.0431,
881001.WI,万得全A,2022-04-11,-3.1625,
881001.WI,万得全A,2022-04-12,1.6913,
881001.WI,万得全A,2022-04-13,-1.3753,
881001.WI,万得全A,2022-04-14,1.1793,
881001.WI,万得全A,2022-04-15,-0.736,
881001.WI,万得全A,2022-04-18,0.0084,
881001.WI,万得全A,2022-04-19,-0.1826,
881001.WI,万得全A,2022-04-20,-1.6026,
881001.WI,万得全A,2022-04-21,-2.7937,
881001.WI,万得全A,2022-04-22,-0.258,
881001.WI,万得全A,2022-04-25,-6.0321,
881001.WI,万得全A,2022-04-26,-1.8648,
881001.WI,万得全A,2022-04-27,3.4637,
881001.WI,万得全A,2022-04-28,-0.083,
881001.WI,万得全A,2022-04-29,3.2607,
881001.WI,万得全A,2022-05-05,0.671,
881001.WI,万得全A,2022-05-06,-2.0089,
881001.WI,万得全A,2022-05-09,0.2108,
881001.WI,万得全A,2022-05-10,1.4046,
881001.WI,万得全A,2022-05-11,1.1082,
881001.WI,万得全A,2022-05-12,0.0195,
881001.WI,万得全A,2022-05-13,0.7288,
881001.WI,万得全A,2022-05-16,-0.3317,
881001.WI,万得全A,2022-05-17,0.8351,
881001.WI,万得全A,2022-05-18,-0.0697,
881001.WI,万得全A,2022-05-19,0.5369,
881001.WI,万得全A,2022-05-20,1.6424,
881001.WI,万得全A,2022-05-23,0.2823,
881001.WI,万得全A,2022-05-24,-3.1904,
881001.WI,万得全A,2022-05-25,1.158,
881001.WI,万得全A,2022-05-26,0.5271,
881001.WI,万得全A,2022-05-27,0.0613,
881001.WI,万得全A,2022-05-30,0.8713,
881001.WI,万得全A,2022-05-31,1.4079,
881001.WI,万得全A,2022-06-01,0.0956,
881001.WI,万得全A,2022-06-02,0.6735,
881001.WI,万得全A,2022-06-06,1.9666,
881001.WI,万得全A,2022-06-07,0.0426,
881001.WI,万得全A,2022-06-08,0.5815,
881001.WI,万得全A,2022-06-09,-1.3324,
881001.WI,万得全A,2022-06-10,1.7496,
881001.WI,万得全A,2022-06-13,-0.412,
881001.WI,万得全A,2022-06-14,0.4921,
881001.WI,万得全A,2022-06-15,0.5288,
881001.WI,万得全A,2022-06-16,-0.002,
881001.WI,万得全A,2022-06-17,1.1514,
881001.WI,万得全A,2022-06-20,0.7095,
881001.WI,万得全A,2022-06-21,-0.4132,
881001.WI,万得全A,2022-06-22,-1.2355,
881001.WI,万得全A,2022-06-23,1.9156,
881001.WI,万得全A,2022-06-24,1.1868,
881001.WI,万得全A,2022-06-27,0.9912,
881001.WI,万得全A,2022-06-28,1.1881,
881001.WI,万得全A,2022-06-29,-1.8862,
881001.WI,万得全A,2022-06-30,1.3808,
881001.WI,万得全A,2022-07-01,-0.2784,
881001.WI,万得全A,2022-07-04,0.8525,
881001.WI,万得全A,2022-07-05,-0.3204,
881001.WI,万得全A,2022-07-06,-1.2621,
881001.WI,万得全A,2022-07-07,0.6782,
881001.WI,万得全A,2022-07-08,-0.3356,
881001.WI,万得全A,2022-07-11,-1.3861,
881001.WI,万得全A,2022-07-12,-1.1714,
881001.WI,万得全A,2022-07-13,0.5268,
881001.WI,万得全A,2022-07-14,0.436,
881001.WI,万得全A,2022-07-15,-1.4208,
881001.WI,万得全A,2022-07-18,1.4874,
881001.WI,万得全A,2022-07-19,0.0963,
881001.WI,万得全A,2022-07-20,0.7611,
881001.WI,万得全A,2022-07-21,-0.8025,
881001.WI,万得全A,2022-07-22,-0.2238,
881001.WI,万得全A,2022-07-25,-0.8102,
881001.WI,万得全A,2022-07-26,0.9794,
881001.WI,万得全A,2022-07-27,0.1713,
881001.WI,万得全A,2022-07-28,0.3179,
881001.WI,万得全A,2022-07-29,-0.926,
881001.WI,万得全A,2022-08-01,0.6008,
881001.WI,万得全A,2022-08-02,-2.6229,
881001.WI,万得全A,2022-08-03,-0.8133,
881001.WI,万得全A,2022-08-04,0.8602,
881001.WI,万得全A,2022-08-05,1.4856,
881001.WI,万得全A,2022-08-08,0.5234,
881001.WI,万得全A,2022-08-09,0.3176,
881001.WI,万得全A,2022-08-10,-0.4724,
881001.WI,万得全A,2022-08-11,1.6467,
881001.WI,万得全A,2022-08-12,-0.3336,
881001.WI,万得全A,2022-08-15,0.2853,
881001.WI,万得全A,2022-08-16,0.2544,
881001.WI,万得全A,2022-08-17,0.5531,
881001.WI,万得全A,2022-08-18,-0.2888,
881001.WI,万得全A,2022-08-19,-1.0736,
881001.WI,万得全A,2022-08-22,0.799,
881001.WI,万得全A,2022-08-23,-0.0545,
881001.WI,万得全A,2022-08-24,-2.5782,
881001.WI,万得全A,2022-08-25,0.2915,
881001.WI,万得全A,2022-08-26,-0.3451,
881001.WI,万得全A,2022-08-29,0.0956,
881001.WI,万得全A,2022-08-30,-0.4478,
881001.WI,万得全A,2022-08-31,-1.4597,
881001.WI,万得全A,2022-09-01,-0.6421,
881001.WI,万得全A,2022-09-02,0.246,
881001.WI,万得全A,2022-09-05,0.0971,
881001.WI,万得全A,2022-09-06,1.3559,
881001.WI,万得全A,2022-09-07,0.2948,
881001.WI,万得全A,2022-09-08,-0.6205,
881001.WI,万得全A,2022-09-09,0.7291,
881001.WI,万得全A,2022-09-13,0.1888,
881001.WI,万得全A,2022-09-14,-0.9816,
881001.WI,万得全A,2022-09-15,-1.8532,
881001.WI,万得全A,2022-09-16,-2.2773,
881001.WI,万得全A,2022-09-19,-0.6164,
881001.WI,万得全A,2022-09-20,0.7154,
881001.WI,万得全A,2022-09-21,-0.2887,
881001.WI,万得全A,2022-09-22,-0.4781,
881001.WI,万得全A,2022-09-23,-1.109,
881001.WI,万得全A,2022-09-26,-0.9765,
881001.WI,万得全A,2022-09-27,1.774,
881001.WI,万得全A,2022-09-28,-2.2475,
881001.WI,万得全A,2022-09-29,-0.0697,
881001.WI,万得全A,2022-09-30,-0.9826,
881001.WI,万得全A,2022-10-10,-2.066,
881001.WI,万得全A,2022-10-11,0.4247,
881001.WI,万得全A,2022-10-12,2.1244,
881001.WI,万得全A,2022-10-13,-0.0417,
881001.WI,万得全A,2022-10-14,2.3669,
881001.WI,万得全A,2022-10-17,0.6203,
881001.WI,万得全A,2022-10-18,0.1303,
881001.WI,万得全A,2022-10-19,-1.2032,
881001.WI,万得全A,2022-10-20,-0.4473,
881001.WI,万得全A,2022-10-21,-0.0936,
881001.WI,万得全A,2022-10-24,-1.9062,
881001.WI,万得全A,2022-10-25,-0.2118,
881001.WI,万得全A,2022-10-26,1.3942,
881001.WI,万得全A,2022-10-27,-0.5486,
881001.WI,万得全A,2022-10-28,-2.9293,
881001.WI,万得全A,2022-10-31,-0.0351,
881001.WI,万得全A,2022-11-01,2.9025,
881001.WI,万得全A,2022-11-02,1.2451,
881001.WI,万得全A,2022-11-03,-0.1114,
881001.WI,万得全A,2022-11-04,2.6092,
881001.WI,万得全A,2022-11-07,0.2591,
881001.WI,万得全A,2022-11-08,-0.3976,
881001.WI,万得全A,2022-11-09,-0.4664,
881001.WI,万得全A,2022-11-10,-0.7172,
881001.WI,万得全A,2022-11-11,1.5344,
881001.WI,万得全A,2022-11-14,-0.1666,
881001.WI,万得全A,2022-11-15,1.9732,
881001.WI,万得全A,2022-11-16,-0.6564,
881001.WI,万得全A,2022-11-17,-0.0227,
881001.WI,万得全A,2022-11-18,-0.5641,
881001.WI,万得全A,2022-11-21,-0.2206,
881001.WI,万得全A,2022-11-22,-0.6959,
881001.WI,万得全A,2022-11-23,-0.1258,
881001.WI,万得全A,2022-11-24,-0.05,
881001.WI,万得全A,2022-11-25,-0.2667,
881001.WI,万得全A,2022-11-28,-0.6987,
881001.WI,万得全A,2022-11-29,2.3061,
881001.WI,万得全A,2022-11-30,0.0492,
881001.WI,万得全A,2022-12-01,0.9192,
881001.WI,万得全A,2022-12-02,-0.1309,
881001.WI,万得全A,2022-12-05,1.2308,
881001.WI,万得全A,2022-12-06,0.1397,
881001.WI,万得全A,2022-12-07,-0.1032,
881001.WI,万得全A,2022-12-08,-0.2154,
881001.WI,万得全A,2022-12-09,0.4836,
881001.WI,万得全A,2022-12-12,-0.7315,
881001.WI,万得全A,2022-12-13,-0.4126,
881001.WI,万得全A,2022-12-14,-0.0365,
881001.WI,万得全A,2022-12-15,0.1069,
881001.WI,万得全A,2022-12-16,-0.4778,
881001.WI,万得全A,2022-12-19,-1.8652,
881001.WI,万得全A,2022-12-20,-1.1582,
881001.WI,万得全A,2022-12-21,-0.3483,
881001.WI,万得全A,2022-12-22,-0.6564,
881001.WI,万得全A,2022-12-23,-0.3064,
881001.WI,万得全A,2022-12-26,1.0828,
881001.WI,万得全A,2022-12-27,0.939,
881001.WI,万得全A,2022-12-28,-0.6486,
881001.WI,万得全A,2022-12-29,-0.2935,
881001.WI,万得全A,2022-12-30,0.404,
881001.WI,万得全A,2023-01-03,1.268,
881001.WI,万得全A,2023-01-04,0.1238,
881001.WI,万得全A,2023-01-05,1.348,
881001.WI,万得全A,2023-01-06,0.1485,
881001.WI,万得全A,2023-01-09,0.667,
881001.WI,万得全A,2023-01-10,0.0591,
881001.WI,万得全A,2023-01-11,-0.4909,
881001.WI,万得全A,2023-01-12,0.0925,
881001.WI,万得全A,2023-01-13,0.8936,
881001.WI,万得全A,2023-01-16,1.294,
881001.WI,万得全A,2023-01-17,-0.0093,
881001.WI,万得全A,2023-01-18,0.0828,
881001.WI,万得全A,2023-01-19,0.6695,
881001.WI,万得全A,2023-01-20,0.7416,
881001.WI,万得全A,2023-01-30,0.6916,
881001.WI,万得全A,2023-01-31,-0.4166,
881001.WI,万得全A,2023-02-01,1.242,
881001.WI,万得全A,2023-02-02,-0.0504,
881001.WI,万得全A,2023-02-03,-0.5358,
881001.WI,万得全A,2023-02-06,-0.8516,
881001.WI,万得全A,2023-02-07,0.3137,
881001.WI,万得全A,2023-02-08,-0.5323,
881001.WI,万得全A,2023-02-09,1.3996,
881001.WI,万得全A,2023-02-10,-0.4217,
881001.WI,万得全A,2023-02-13,0.926,
881001.WI,万得全A,2023-02-14,0.0648,
881001.WI,万得全A,2023-02-15,-0.2089,
881001.WI,万得全A,2023-02-16,-1.3895,
881001.WI,万得全A,2023-02-17,-1.0821,
881001.WI,万得全A,2023-02-20,1.8684,
881001.WI,万得全A,2023-02-21,0.3555,
881001.WI,万得全A,2023-02-22,-0.4038,
881001.WI,万得全A,2023-02-23,-0.176,
881001.WI,万得全A,2023-02-24,-0.6463,
881001.WI,万得全A,2023-02-27,-0.5658,
881001.WI,万得全A,2023-02-28,0.7412,
881001.WI,万得全A,2023-03-01,1.0406,
881001.WI,万得全A,2023-03-02,-0.3374,
881001.WI,万得全A,2023-03-03,0.1804,
881001.WI,万得全A,2023-03-06,-0.1169,
881001.WI,万得全A,2023-03-07,-1.702,
881001.WI,万得全A,2023-03-08,0.1279,
881001.WI,万得全A,2023-03-09,-0.1798,
881001.WI,万得全A,2023-03-10,-1.3228,
881001.WI,万得全A,2023-03-13,0.7067,
881001.WI,万得全A,2023-03-14,-0.8021,
881001.WI,万得全A,2023-03-15,0.3414,
881001.WI,万得全A,2023-03-16,-1.3965,
881001.WI,万得全A,2023-03-17,0.5817,
881001.WI,万得全A,2023-03-20,-0.3672,
881001.WI,万得全A,2023-03-21,1.2257,
881001.WI,万得全A,2023-03-22,0.4644,
881001.WI,万得全A,2023-03-23,0.6177,
881001.WI,万得全A,2023-03-24,-0.1056,
881001.WI,万得全A,2023-03-27,-0.0912,
881001.WI,万得全A,2023-03-28,-0.5774,
881001.WI,万得全A,2023-03-29,-0.0749,
881001.WI,万得全A,2023-03-30,0.3647,
881001.WI,万得全A,2023-03-31,0.6565,
881001.WI,万得全A,2023-04-03,1.1052,
881001.WI,万得全A,2023-04-04,-0.0923,
881001.WI,万得全A,2023-04-06,0.0174,
881001.WI,万得全A,2023-04-07,0.7848,
881001.WI,万得全A,2023-04-10,-0.8006,
881001.WI,万得全A,2023-04-11,0.0619,
881001.WI,万得全A,2023-04-12,0.3086,
881001.WI,万得全A,2023-04-13,-0.6659,
881001.WI,万得全A,2023-04-14,0.5648,
881001.WI,万得全A,2023-04-17,0.6888,
881001.WI,万得全A,2023-04-18,-0.0301,
881001.WI,万得全A,2023-04-19,-0.6237,
881001.WI,万得全A,2023-04-20,-0.2113,
881001.WI,万得全A,2023-04-21,-2.3378,
881001.WI,万得全A,2023-04-24,-0.908,
881001.WI,万得全A,2023-04-25,-1.1623,
881001.WI,万得全A,2023-04-26,0.2483,
881001.WI,万得全A,2023-04-27,0.3315,
881001.WI,万得全A,2023-04-28,1.3352,
881001.WI,万得全A,2023-05-04,0.2054,
881001.WI,万得全A,2023-05-05,-0.6714,
881001.WI,万得全A,2023-05-08,0.9238,
881001.WI,万得全A,2023-05-09,-1.157,
881001.WI,万得全A,2023-05-10,-0.3003,
881001.WI,万得全A,2023-05-11,0.0028,
881001.WI,万得全A,2023-05-12,-1.2162,
881001.WI,万得全A,2023-05-15,1.2148,
881001.WI,万得全A,2023-05-16,-0.676,
881001.WI,万得全A,2023-05-17,0.1026,
881001.WI,万得全A,2023-05-18,0.184,
881001.WI,万得全A,2023-05-19,-0.0983,
881001.WI,万得全A,2023-05-22,0.366,
881001.WI,万得全A,2023-05-23,-1.2076,
881001.WI,万得全A,2023-05-24,-0.7864,
881001.WI,万得全A,2023-05-25,-0.1587,
881001.WI,万得全A,2023-05-26,0.3818,
881001.WI,万得全A,2023-05-29,-0.3077,
881001.WI,万得全A,2023-05-30,0.3338,
881001.WI,万得全A,2023-05-31,-0.4583,
881001.WI,万得全A,2023-06-01,0.2297,
881001.WI,万得全A,2023-06-02,1.0781,
881001.WI,万得全A,2023-06-05,-0.0987,
881001.WI,万得全A,2023-06-06,-1.4979,
881001.WI,万得全A,2023-06-07,-0.0438,
881001.WI,万得全A,2023-06-08,0.086,
881001.WI,万得全A,2023-06-09,0.6715,
881001.WI,万得全A,2023-06-12,0.3586,
881001.WI,万得全A,2023-06-13,0.4851,
881001.WI,万得全A,2023-06-14,0.1555,
881001.WI,万得全A,2023-06-15,1.0517,
881001.WI,万得全A,2023-06-16,0.9138,
881001.WI,万得全A,2023-06-19,-0.255,
881001.WI,万得全A,2023-06-20,-0.1556,
881001.WI,万得全A,2023-06-21,-1.7277,
881001.WI,万得全A,2023-06-26,-1.6678,
881001.WI,万得全A,2023-06-27,1.2281,
881001.WI,万得全A,2023-06-28,-0.2141,
881001.WI,万得全A,2023-06-29,0.1023,
881001.WI,万得全A,2023-06-30,0.9396,
881001.WI,万得全A,2023-07-03,0.8478,
881001.WI,万得全A,2023-07-04,0.2906,
881001.WI,万得全A,2023-07-05,-0.7184,
881001.WI,万得全A,2023-07-06,-0.3984,
881001.WI,万得全A,2023-07-07,-0.5083,
881001.WI,万得全A,2023-07-10,0.2822,
881001.WI,万得全A,2023-07-11,0.7218,
881001.WI,万得全A,2023-07-12,-0.9539,
881001.WI,万得全A,2023-07-13,1.3513,
881001.WI,万得全A,2023-07-14,0.0061,
881001.WI,万得全A,2023-07-17,-0.4867,
881001.WI,万得全A,2023-07-18,-0.2029,
881001.WI,万得全A,2023-07-19,-0.1367,
881001.WI,万得全A,2023-07-20,-0.9678,
881001.WI,万得全A,2023-07-21,-0.0953,
881001.WI,万得全A,2023-07-24,-0.2524,
881001.WI,万得全A,2023-07-25,2.1988,
881001.WI,万得全A,2023-07-26,-0.3642,
881001.WI,万得全A,2023-07-27,-0.4206,
881001.WI,万得全A,2023-07-28,1.597,
881001.WI,万得全A,2023-07-31,0.725,
881001.WI,万得全A,2023-08-01,-0.1909,
881001.WI,万得全A,2023-08-02,-0.4363,
881001.WI,万得全A,2023-08-03,0.4603,
881001.WI,万得全A,2023-08-04,0.3684,
881001.WI,万得全A,2023-08-07,-0.6559,
881001.WI,万得全A,2023-08-08,-0.3427,
881001.WI,万得全A,2023-08-09,-0.5626,
881001.WI,万得全A,2023-08-10,0.2194,
881001.WI,万得全A,2023-08-11,-2.0074,
881001.WI,万得全A,2023-08-14,-0.2029,
881001.WI,万得全A,2023-08-15,-0.4899,
881001.WI,万得全A,2023-08-16,-0.8876,
881001.WI,万得全A,2023-08-17,0.6886,
881001.WI,万得全A,2023-08-18,-1.4675,
881001.WI,万得全A,2023-08-21,-1.148,
881001.WI,万得全A,2023-08-22,0.6457,
881001.WI,万得全A,2023-08-23,-1.7721,
881001.WI,万得全A,2023-08-24,0.4407,
881001.WI,万得全A,2023-08-25,-1.1006,
881001.WI,万得全A,2023-08-28,1.033,
881001.WI,万得全A,2023-08-29,2.0424,
881001.WI,万得全A,2023-08-30,0.272,
881001.WI,万得全A,2023-08-31,-0.5774,
881001.WI,万得全A,2023-09-01,0.3816,
881001.WI,万得全A,2023-09-04,1.4672,
881001.WI,万得全A,2023-09-05,-0.6555,
881001.WI,万得全A,2023-09-06,0.1143,
881001.WI,万得全A,2023-09-07,-1.5533,
881001.WI,万得全A,2023-09-08,-0.0923,
881001.WI,万得全A,2023-09-11,0.9257,
881001.WI,万得全A,2023-09-12,-0.1285,
881001.WI,万得全A,2023-09-13,-0.9065,
881001.WI,万得全A,2023-09-14,-0.3372,
881001.WI,万得全A,2023-09-15,-0.2182,
