代码,简称,日期,涨跌幅(%),
881001.WI,万得全A,2014-09-19,0.9136,
881001.WI,万得全A,2014-09-22,-1.5618,
881001.WI,万得全A,2014-09-23,1.2202,
881001.WI,万得全A,2014-09-24,1.6301,
881001.WI,万得全A,2014-09-25,-0.055,
881001.WI,万得全A,2014-09-26,0.2739,
881001.WI,万得全A,2014-09-29,0.8106,
881001.WI,万得全A,2014-09-30,0.5028,
881001.WI,万得全A,2014-10-08,1.3779,
881001.WI,万得全A,2014-10-09,0.2882,
881001.WI,万得全A,2014-10-10,-0.5105,
881001.WI,万得全A,2014-10-13,-0.2341,
881001.WI,万得全A,2014-10-14,-0.3066,
881001.WI,万得全A,2014-10-15,0.6073,
881001.WI,万得全A,2014-10-16,-1.2411,
881001.WI,万得全A,2014-10-17,-0.7176,
881001.WI,万得全A,2014-10-20,1.1145,
881001.WI,万得全A,2014-10-21,-0.8914,
881001.WI,万得全A,2014-10-22,-0.9749,
881001.WI,万得全A,2014-10-23,-1.4055,
881001.WI,万得全A,2014-10-24,0.0607,
881001.WI,万得全A,2014-10-27,0.0324,
881001.WI,万得全A,2014-10-28,2.4783,
881001.WI,万得全A,2014-10-29,1.5214,
881001.WI,万得全A,2014-10-30,0.3484,
881001.WI,万得全A,2014-10-31,0.5985,
881001.WI,万得全A,2014-11-03,0.7095,
881001.WI,万得全A,2014-11-04,-0.2982,
881001.WI,万得全A,2014-11-05,-0.2261,
881001.WI,万得全A,2014-11-06,0.5337,
881001.WI,万得全A,2014-11-07,-0.5819,
881001.WI,万得全A,2014-11-10,1.6683,
881001.WI,万得全A,2014-11-11,-1.9429,
881001.WI,万得全A,2014-11-12,1.6433,
881001.WI,万得全A,2014-11-13,-0.9839,
881001.WI,万得全A,2014-11-14,-0.1792,
881001.WI,万得全A,2014-11-17,0.4518,
881001.WI,万得全A,2014-11-18,-0.2517,
881001.WI,万得全A,2014-11-19,0.3066,
881001.WI,万得全A,2014-11-20,-0.058,
881001.WI,万得全A,2014-11-21,1.4934,
881001.WI,万得全A,2014-11-24,1.8858,
881001.WI,万得全A,2014-11-25,1.5294,
881001.WI,万得全A,2014-11-26,1.0432,
881001.WI,万得全A,2014-11-27,1.0094,
881001.WI,万得全A,2014-11-28,0.9947,
881001.WI,万得全A,2014-12-01,-0.3289,
881001.WI,万得全A,2014-12-02,2.525,
881001.WI,万得全A,2014-12-03,1.2786,
881001.WI,万得全A,2014-12-04,3.2251,
881001.WI,万得全A,2014-12-05,-0.8664,
881001.WI,万得全A,2014-12-08,2.4326,
881001.WI,万得全A,2014-12-09,-4.6716,
881001.WI,万得全A,2014-12-10,3.7131,
881001.WI,万得全A,2014-12-11,0.1499,
881001.WI,万得全A,2014-12-12,0.7155,
881001.WI,万得全A,2014-12-15,1.2277,
881001.WI,万得全A,2014-12-16,1.4512,
881001.WI,万得全A,2014-12-17,0.3745,
881001.WI,万得全A,2014-12-18,-0.3505,
881001.WI,万得全A,2014-12-19,0.041,
881001.WI,万得全A,2014-12-22,-2.0308,
881001.WI,万得全A,2014-12-23,-2.0531,
881001.WI,万得全A,2014-12-24,-0.7061,
881001.WI,万得全A,2014-12-25,2.5846,
881001.WI,万得全A,2014-12-26,2.1816,
881001.WI,万得全A,2014-12-29,-0.6454,
881001.WI,万得全A,2014-12-30,-0.8246,
881001.WI,万得全A,2014-12-31,1.6729,
881001.WI,万得全A,2015-01-05,2.2708,
881001.WI,万得全A,2015-01-06,0.6995,
881001.WI,万得全A,2015-01-07,0.0828,
881001.WI,万得全A,2015-01-08,-1.5256,
881001.WI,万得全A,2015-01-09,-0.4724,
881001.WI,万得全A,2015-01-12,-1.1642,
881001.WI,万得全A,2015-01-13,0.6999,
881001.WI,万得全A,2015-01-14,-0.3703,
881001.WI,万得全A,2015-01-15,2.1118,
881001.WI,万得全A,2015-01-16,1.0982,
881001.WI,万得全A,2015-01-19,-6.0138,
881001.WI,万得全A,2015-01-20,2.4194,
881001.WI,万得全A,2015-01-21,3.7267,
881001.WI,万得全A,2015-01-22,1.0579,
881001.WI,万得全A,2015-01-23,-0.3462,
881001.WI,万得全A,2015-01-26,1.5873,
881001.WI,万得全A,2015-01-27,-0.2531,
881001.WI,万得全A,2015-01-28,-0.9968,
881001.WI,万得全A,2015-01-29,-0.961,
881001.WI,万得全A,2015-01-30,-1.3031,
881001.WI,万得全A,2015-02-02,-1.4687,
881001.WI,万得全A,2015-02-03,2.2521,
881001.WI,万得全A,2015-02-04,-0.6627,
881001.WI,万得全A,2015-02-05,-0.7002,
881001.WI,万得全A,2015-02-06,-1.9189,
881001.WI,万得全A,2015-02-09,0.1987,
881001.WI,万得全A,2015-02-10,1.6286,
881001.WI,万得全A,2015-02-11,1.0668,
881001.WI,万得全A,2015-02-12,0.5703,
881001.WI,万得全A,2015-02-13,1.2853,
881001.WI,万得全A,2015-02-16,1.4599,
881001.WI,万得全A,2015-02-17,0.7636,
881001.WI,万得全A,2015-02-25,-0.739,
881001.WI,万得全A,2015-02-26,1.7846,
881001.WI,万得全A,2015-02-27,0.6673,
881001.WI,万得全A,2015-03-02,1.5827,
881001.WI,万得全A,2015-03-03,-1.5962,
881001.WI,万得全A,2015-03-04,1.227,
881001.WI,万得全A,2015-03-05,-0.3053,
881001.WI,万得全A,2015-03-06,-0.8939,
881001.WI,万得全A,2015-03-09,1.639,
881001.WI,万得全A,2015-03-10,0.452,
881001.WI,万得全A,2015-03-11,0.0329,
881001.WI,万得全A,2015-03-12,0.8015,
881001.WI,万得全A,2015-03-13,1.1188,
881001.WI,万得全A,2015-03-16,2.9459,
881001.WI,万得全A,2015-03-17,1.4658,
881001.WI,万得全A,2015-03-18,2.2016,
881001.WI,万得全A,2015-03-19,0.3303,
881001.WI,万得全A,2015-03-20,1.3348,
881001.WI,万得全A,2015-03-23,2.4797,
881001.WI,万得全A,2015-03-24,0.4449,
881001.WI,万得全A,2015-03-25,0.2045,
881001.WI,万得全A,2015-03-26,-0.5603,
881001.WI,万得全A,2015-03-27,0.8925,
881001.WI,万得全A,2015-03-30,1.8903,
881001.WI,万得全A,2015-03-31,-0.2746,
881001.WI,万得全A,2015-04-01,2.317,
881001.WI,万得全A,2015-04-02,1.2385,
881001.WI,万得全A,2015-04-03,1.6591,
881001.WI,万得全A,2015-04-07,2.3765,
881001.WI,万得全A,2015-04-08,-0.0316,
881001.WI,万得全A,2015-04-09,-0.8493,
881001.WI,万得全A,2015-04-10,2.5021,
881001.WI,万得全A,2015-04-13,2.0837,
881001.WI,万得全A,2015-04-14,0.2022,
881001.WI,万得全A,2015-04-15,-2.778,
881001.WI,万得全A,2015-04-16,2.1986,
881001.WI,万得全A,2015-04-17,1.3084,
881001.WI,万得全A,2015-04-20,-1.8983,
881001.WI,万得全A,2015-04-21,3.173,
881001.WI,万得全A,2015-04-22,2.9463,
881001.WI,万得全A,2015-04-23,0.6442,
881001.WI,万得全A,2015-04-24,-0.3453,
881001.WI,万得全A,2015-04-27,1.6388,
881001.WI,万得全A,2015-04-28,-2.2603,
881001.WI,万得全A,2015-04-29,1.5544,
881001.WI,万得全A,2015-04-30,0.0518,
881001.WI,万得全A,2015-05-04,0.8825,
881001.WI,万得全A,2015-05-05,-3.7003,
881001.WI,万得全A,2015-05-06,-0.9734,
881001.WI,万得全A,2015-05-07,-2.0568,
881001.WI,万得全A,2015-05-08,3.3927,
881001.WI,万得全A,2015-05-11,4.1384,
881001.WI,万得全A,2015-05-12,2.0679,
881001.WI,万得全A,2015-05-13,0.1872,
881001.WI,万得全A,2015-05-14,0.1473,
881001.WI,万得全A,2015-05-15,-1.1057,
881001.WI,万得全A,2015-05-18,0.9862,
881001.WI,万得全A,2015-05-19,3.1735,
881001.WI,万得全A,2015-05-20,1.5092,
881001.WI,万得全A,2015-05-21,3.0247,
881001.WI,万得全A,2015-05-22,2.0108,
881001.WI,万得全A,2015-05-25,2.7582,
881001.WI,万得全A,2015-05-26,3.2121,
881001.WI,万得全A,2015-05-27,0.8177,
881001.WI,万得全A,2015-05-28,-6.5866,
881001.WI,万得全A,2015-05-29,0.8488,
881001.WI,万得全A,2015-06-01,5.4881,
881001.WI,万得全A,2015-06-02,3.1992,
881001.WI,万得全A,2015-06-03,0.2931,
881001.WI,万得全A,2015-06-04,0.122,
881001.WI,万得全A,2015-06-05,1.3851,
881001.WI,万得全A,2015-06-08,0.0876,
881001.WI,万得全A,2015-06-09,-0.2711,
881001.WI,万得全A,2015-06-10,1.2447,
881001.WI,万得全A,2015-06-11,1.1744,
881001.WI,万得全A,2015-06-12,1.2918,
881001.WI,万得全A,2015-06-15,-2.1653,
881001.WI,万得全A,2015-06-16,-3.9538,
881001.WI,万得全A,2015-06-17,1.977,
881001.WI,万得全A,2015-06-18,-4.0015,
881001.WI,万得全A,2015-06-19,-7.0055,
881001.WI,万得全A,2015-06-23,1.7259,
881001.WI,万得全A,2015-06-24,2.3996,
881001.WI,万得全A,2015-06-25,-4.0293,
881001.WI,万得全A,2015-06-26,-8.8091,
881001.WI,万得全A,2015-06-29,-5.9055,
881001.WI,万得全A,2015-06-30,6.235,
881001.WI,万得全A,2015-07-01,-5.9685,
881001.WI,万得全A,2015-07-02,-6.0482,
881001.WI,万得全A,2015-07-03,-6.8349,
881001.WI,万得全A,2015-07-06,-1.0159,
881001.WI,万得全A,2015-07-07,-5.1982,
881001.WI,万得全A,2015-07-08,-7.6776,
881001.WI,万得全A,2015-07-09,8.6475,
881001.WI,万得全A,2015-07-10,7.66,
881001.WI,万得全A,2015-07-13,5.4854,
881001.WI,万得全A,2015-07-14,0.406,
881001.WI,万得全A,2015-07-15,-5.2887,
881001.WI,万得全A,2015-07-16,1.4056,
881001.WI,万得全A,2015-07-17,5.7856,
881001.WI,万得全A,2015-07-20,1.5734,
881001.WI,万得全A,2015-07-21,1.3658,
881001.WI,万得全A,2015-07-22,0.8581,
881001.WI,万得全A,2015-07-23,3.2724,
881001.WI,万得全A,2015-07-24,-1.6673,
881001.WI,万得全A,2015-07-27,-9.1072,
881001.WI,万得全A,2015-07-28,-2.2703,
881001.WI,万得全A,2015-07-29,4.8024,
881001.WI,万得全A,2015-07-30,-3.2816,
881001.WI,万得全A,2015-07-31,-1.1631,
881001.WI,万得全A,2015-08-03,-2.4696,
881001.WI,万得全A,2015-08-04,5.3757,
881001.WI,万得全A,2015-08-05,-1.5435,
881001.WI,万得全A,2015-08-06,-0.763,
881001.WI,万得全A,2015-08-07,3.2486,
881001.WI,万得全A,2015-08-10,5.6846,
881001.WI,万得全A,2015-08-11,0.2713,
881001.WI,万得全A,2015-08-12,-1.4739,
881001.WI,万得全A,2015-08-13,2.5107,
881001.WI,万得全A,2015-08-14,0.5835,
881001.WI,万得全A,2015-08-17,1.2356,
881001.WI,万得全A,2015-08-18,-7.9254,
881001.WI,万得全A,2015-08-19,2.363,
881001.WI,万得全A,2015-08-20,-3.8171,
881001.WI,万得全A,2015-08-21,-5.9055,
881001.WI,万得全A,2015-08-24,-9.7015,
881001.WI,万得全A,2015-08-25,-8.7313,
881001.WI,万得全A,2015-08-26,-2.977,
881001.WI,万得全A,2015-08-27,5.5424,
881001.WI,万得全A,2015-08-28,6.3835,
881001.WI,万得全A,2015-08-31,-2.1704,
881001.WI,万得全A,2015-09-01,-4.0924,
881001.WI,万得全A,2015-09-02,-1.8146,
881001.WI,万得全A,2015-09-07,-1.1461,
881001.WI,万得全A,2015-09-08,4.2959,
881001.WI,万得全A,2015-09-09,3.3845,
881001.WI,万得全A,2015-09-10,-1.6623,
881001.WI,万得全A,2015-09-11,0.5043,
881001.WI,万得全A,2015-09-14,-5.4566,
881001.WI,万得全A,2015-09-15,-5.5642,
881001.WI,万得全A,2015-09-16,7.0268,
881001.WI,万得全A,2015-09-17,-2.2399,
881001.WI,万得全A,2015-09-18,1.1267,
881001.WI,万得全A,2015-09-21,3.2934,
881001.WI,万得全A,2015-09-22,0.9205,
881001.WI,万得全A,2015-09-23,-1.8209,
881001.WI,万得全A,2015-09-24,1.2745,
881001.WI,万得全A,2015-09-25,-3.0965,
881001.WI,万得全A,2015-09-28,1.5786,
881001.WI,万得全A,2015-09-29,-2.1176,
881001.WI,万得全A,2015-09-30,0.5249,
881001.WI,万得全A,2015-10-08,4.1473,
881001.WI,万得全A,2015-10-09,1.6822,
881001.WI,万得全A,2015-10-12,4.4006,
881001.WI,万得全A,2015-10-13,0.8091,
881001.WI,万得全A,2015-10-14,-1.355,
881001.WI,万得全A,2015-10-15,3.3107,
881001.WI,万得全A,2015-10-16,1.7435,
881001.WI,万得全A,2015-10-19,0.0404,
881001.WI,万得全A,2015-10-20,1.8168,
881001.WI,万得全A,2015-10-21,-5.6038,
881001.WI,万得全A,2015-10-22,3.2699,
881001.WI,万得全A,2015-10-23,2.6147,
881001.WI,万得全A,2015-10-26,0.7458,
881001.WI,万得全A,2015-10-27,0.546,
881001.WI,万得全A,2015-10-28,-2.418,
881001.WI,万得全A,2015-10-29,0.7185,
881001.WI,万得全A,2015-10-30,-0.1066,
881001.WI,万得全A,2015-11-02,-2.1468,
881001.WI,万得全A,2015-11-03,-0.1778,
881001.WI,万得全A,2015-11-04,5.5224,
881001.WI,万得全A,2015-11-05,1.1019,
881001.WI,万得全A,2015-11-06,2.7718,
881001.WI,万得全A,2015-11-09,1.7095,
881001.WI,万得全A,2015-11-10,0.3997,
881001.WI,万得全A,2015-11-11,1.1971,
881001.WI,万得全A,2015-11-12,-0.2178,
881001.WI,万得全A,2015-11-13,-1.8995,
881001.WI,万得全A,2015-11-16,1.6321,
881001.WI,万得全A,2015-11-17,-0.5926,
881001.WI,万得全A,2015-11-18,-1.5962,
881001.WI,万得全A,2015-11-19,2.5338,
881001.WI,万得全A,2015-11-20,1.0237,
881001.WI,万得全A,2015-11-23,-0.7889,
881001.WI,万得全A,2015-11-24,0.7408,
881001.WI,万得全A,2015-11-25,1.5677,
881001.WI,万得全A,2015-11-26,-0.3451,
881001.WI,万得全A,2015-11-27,-6.422,
881001.WI,万得全A,2015-11-30,0.5643,
881001.WI,万得全A,2015-12-01,0.2311,
881001.WI,万得全A,2015-12-02,1.0436,
881001.WI,万得全A,2015-12-03,1.9575,
881001.WI,万得全A,2015-12-04,-1.0785,
881001.WI,万得全A,2015-12-07,0.9647,
881001.WI,万得全A,2015-12-08,-2.0224,
881001.WI,万得全A,2015-12-09,-0.1042,
881001.WI,万得全A,2015-12-10,-0.2651,
881001.WI,万得全A,2015-12-11,-0.6952,
881001.WI,万得全A,2015-12-14,2.4321,
881001.WI,万得全A,2015-12-15,0.5551,
881001.WI,万得全A,2015-12-16,0.358,
881001.WI,万得全A,2015-12-17,2.5686,
881001.WI,万得全A,2015-12-18,0.0654,
881001.WI,万得全A,2015-12-21,1.739,
881001.WI,万得全A,2015-12-22,0.728,
881001.WI,万得全A,2015-12-23,-0.9021,
881001.WI,万得全A,2015-12-24,-0.5008,
881001.WI,万得全A,2015-12-25,0.6205,
881001.WI,万得全A,2015-12-28,-2.6564,
881001.WI,万得全A,2015-12-29,1.0799,
881001.WI,万得全A,2015-12-30,0.7586,
881001.WI,万得全A,2015-12-31,-1.4775,
881001.WI,万得全A,2016-01-04,-8.3809,
881001.WI,万得全A,2016-01-05,-1.1394,
881001.WI,万得全A,2016-01-06,2.5182,
881001.WI,万得全A,2016-01-07,-8.4271,
881001.WI,万得全A,2016-01-08,1.4737,
881001.WI,万得全A,2016-01-11,-6.744,
881001.WI,万得全A,2016-01-12,0.2403,
881001.WI,万得全A,2016-01-13,-3.2796,
881001.WI,万得全A,2016-01-14,3.2408,
881001.WI,万得全A,2016-01-15,-3.7648,
881001.WI,万得全A,2016-01-18,1.4179,
881001.WI,万得全A,2016-01-19,3.7962,
881001.WI,万得全A,2016-01-20,-1.2141,
881001.WI,万得全A,2016-01-21,-4.0042,
881001.WI,万得全A,2016-01-22,1.4881,
881001.WI,万得全A,2016-01-25,0.9761,
881001.WI,万得全A,2016-01-26,-7.4548,
881001.WI,万得全A,2016-01-27,-0.9388,
881001.WI,万得全A,2016-01-28,-4.0861,
881001.WI,万得全A,2016-01-29,3.9024,
881001.WI,万得全A,2016-02-01,-1.5321,
881001.WI,万得全A,2016-02-02,3.275,
881001.WI,万得全A,2016-02-03,0.1567,
881001.WI,万得全A,2016-02-04,1.975,
881001.WI,万得全A,2016-02-05,-0.9705,
881001.WI,万得全A,2016-02-15,-0.2162,
881001.WI,万得全A,2016-02-16,4.1699,
881001.WI,万得全A,2016-02-17,1.314,
881001.WI,万得全A,2016-02-18,-0.2735,
881001.WI,万得全A,2016-02-19,0.3002,
881001.WI,万得全A,2016-02-22,2.3756,
881001.WI,万得全A,2016-02-23,-0.7927,
881001.WI,万得全A,2016-02-24,0.5331,
881001.WI,万得全A,2016-02-25,-7.8648,
881001.WI,万得全A,2016-02-26,0.3617,
881001.WI,万得全A,2016-02-29,-4.8694,
881001.WI,万得全A,2016-03-01,2.2979,
881001.WI,万得全A,2016-03-02,5.1348,
881001.WI,万得全A,2016-03-03,0.2648,
881001.WI,万得全A,2016-03-04,-1.5327,
881001.WI,万得全A,2016-03-07,1.6591,
881001.WI,万得全A,2016-03-08,0.4503,
881001.WI,万得全A,2016-03-09,-1.9969,
881001.WI,万得全A,2016-03-10,-1.9941,
881001.WI,万得全A,2016-03-11,-0.0842,
881001.WI,万得全A,2016-03-14,2.9719,
881001.WI,万得全A,2016-03-15,-0.3669,
881001.WI,万得全A,2016-03-16,-0.3742,
881001.WI,万得全A,2016-03-17,2.6791,
881001.WI,万得全A,2016-03-18,3.0365,
881001.WI,万得全A,2016-03-21,2.8454,
881001.WI,万得全A,2016-03-22,-0.4984,
881001.WI,万得全A,2016-03-23,0.7897,
881001.WI,万得全A,2016-03-24,-1.7161,
881001.WI,万得全A,2016-03-25,0.711,
881001.WI,万得全A,2016-03-28,-0.7693,
881001.WI,万得全A,2016-03-29,-1.5781,
881001.WI,万得全A,2016-03-30,3.5611,
881001.WI,万得全A,2016-03-31,0.2066,
881001.WI,万得全A,2016-04-01,-0.2459,
881001.WI,万得全A,2016-04-05,2.3393,
881001.WI,万得全A,2016-04-06,0.2601,
881001.WI,万得全A,2016-04-07,-1.6605,
881001.WI,万得全A,2016-04-08,-0.8749,
881001.WI,万得全A,2016-04-11,2.041,
881001.WI,万得全A,2016-04-12,-0.6482,
881001.WI,万得全A,2016-04-13,1.5289,
881001.WI,万得全A,2016-04-14,0.9208,
881001.WI,万得全A,2016-04-15,-0.0577,
881001.WI,万得全A,2016-04-18,-1.5182,
881001.WI,万得全A,2016-04-19,0.4023,
881001.WI,万得全A,2016-04-20,-3.7814,
881001.WI,万得全A,2016-04-21,-1.0465,
881001.WI,万得全A,2016-04-22,0.7907,
881001.WI,万得全A,2016-04-25,-0.5088,
881001.WI,万得全A,2016-04-26,1.0616,
881001.WI,万得全A,2016-04-27,-0.3489,
881001.WI,万得全A,2016-04-28,-0.2471,
881001.WI,万得全A,2016-04-29,-0.0982,
881001.WI,万得全A,2016-05-03,2.6952,
881001.WI,万得全A,2016-05-04,0.0017,
881001.WI,万得全A,2016-05-05,0.48,
881001.WI,万得全A,2016-05-06,-3.6508,
881001.WI,万得全A,2016-05-09,-3.515,
881001.WI,万得全A,2016-05-10,-0.1182,
881001.WI,万得全A,2016-05-11,-0.2776,
881001.WI,万得全A,2016-05-12,0.0057,
881001.WI,万得全A,2016-05-13,-0.3633,
881001.WI,万得全A,2016-05-16,1.4857,
881001.WI,万得全A,2016-05-17,-0.1901,
881001.WI,万得全A,2016-05-18,-2.1552,
881001.WI,万得全A,2016-05-19,0.3143,
881001.WI,万得全A,2016-05-20,0.9688,
881001.WI,万得全A,2016-05-23,1.1507,
881001.WI,万得全A,2016-05-24,-1.0146,
881001.WI,万得全A,2016-05-25,-0.2483,
881001.WI,万得全A,2016-05-26,0.4034,
881001.WI,万得全A,2016-05-27,-0.0803,
881001.WI,万得全A,2016-05-30,-0.211,
881001.WI,万得全A,2016-05-31,4.1614,
881001.WI,万得全A,2016-06-01,0.3221,
881001.WI,万得全A,2016-06-02,0.7519,
881001.WI,万得全A,2016-06-03,0.5317,
881001.WI,万得全A,2016-06-06,0.1271,
881001.WI,万得全A,2016-06-07,0.1215,
881001.WI,万得全A,2016-06-08,-0.2999,
881001.WI,万得全A,2016-06-13,-4.3764,
881001.WI,万得全A,2016-06-14,0.3714,
881001.WI,万得全A,2016-06-15,2.7004,
881001.WI,万得全A,2016-06-16,-0.2828,
881001.WI,万得全A,2016-06-17,0.6797,
881001.WI,万得全A,2016-06-20,0.2626,
881001.WI,万得全A,2016-06-21,-0.7621,
881001.WI,万得全A,2016-06-22,1.4387,
881001.WI,万得全A,2016-06-23,-0.4307,
881001.WI,万得全A,2016-06-24,-1.0751,
881001.WI,万得全A,2016-06-27,2.1422,
881001.WI,万得全A,2016-06-28,0.9117,
881001.WI,万得全A,2016-06-29,0.4418,
881001.WI,万得全A,2016-06-30,0.0263,
881001.WI,万得全A,2016-07-01,-0.0714,
881001.WI,万得全A,2016-07-04,1.851,
881001.WI,万得全A,2016-07-05,0.3892,
881001.WI,万得全A,2016-07-06,0.4199,
881001.WI,万得全A,2016-07-07,0.1202,
881001.WI,万得全A,2016-07-08,-0.3129,
881001.WI,万得全A,2016-07-11,-0.1018,
881001.WI,万得全A,2016-07-12,1.6652,
881001.WI,万得全A,2016-07-13,0.7093,
881001.WI,万得全A,2016-07-14,0.0275,
881001.WI,万得全A,2016-07-15,-0.1955,
881001.WI,万得全A,2016-07-18,-0.4534,
881001.WI,万得全A,2016-07-19,0.1239,
881001.WI,万得全A,2016-07-20,-0.1283,
881001.WI,万得全A,2016-07-21,0.3088,
881001.WI,万得全A,2016-07-22,-0.9016,
881001.WI,万得全A,2016-07-25,0.1356,
881001.WI,万得全A,2016-07-26,1.3038,
881001.WI,万得全A,2016-07-27,-3.4411,
881001.WI,万得全A,2016-07-28,-0.1964,
881001.WI,万得全A,2016-07-29,-0.6138,
881001.WI,万得全A,2016-08-01,-1.3268,
881001.WI,万得全A,2016-08-02,0.7456,
881001.WI,万得全A,2016-08-03,0.3686,
881001.WI,万得全A,2016-08-04,0.5318,
881001.WI,万得全A,2016-08-05,-0.2327,
881001.WI,万得全A,2016-08-08,1.0858,
881001.WI,万得全A,2016-08-09,0.9356,
881001.WI,万得全A,2016-08-10,-0.3209,
881001.WI,万得全A,2016-08-11,-1.0289,
881001.WI,万得全A,2016-08-12,1.5055,
881001.WI,万得全A,2016-08-15,2.7142,
881001.WI,万得全A,2016-08-16,0.2016,
881001.WI,万得全A,2016-08-17,0.1704,
881001.WI,万得全A,2016-08-18,-0.0737,
881001.WI,万得全A,2016-08-19,0.164,
881001.WI,万得全A,2016-08-22,-1.1234,
881001.WI,万得全A,2016-08-23,0.2604,
881001.WI,万得全A,2016-08-24,0.043,
881001.WI,万得全A,2016-08-25,-0.6619,
881001.WI,万得全A,2016-08-26,0.2134,
881001.WI,万得全A,2016-08-29,0.1383,
881001.WI,万得全A,2016-08-30,0.0905,
881001.WI,万得全A,2016-08-31,0.3049,
881001.WI,万得全A,2016-09-01,-0.796,
881001.WI,万得全A,2016-09-02,-0.0737,
881001.WI,万得全A,2016-09-05,0.3743,
881001.WI,万得全A,2016-09-06,1.22,
881001.WI,万得全A,2016-09-07,-0.0188,
881001.WI,万得全A,2016-09-08,0.2399,
881001.WI,万得全A,2016-09-09,-0.6765,
881001.WI,万得全A,2016-09-12,-2.5067,
881001.WI,万得全A,2016-09-13,0.422,
881001.WI,万得全A,2016-09-14,-0.5915,
881001.WI,万得全A,2016-09-19,1.0456,
881001.WI,万得全A,2016-09-20,-0.0685,
881001.WI,万得全A,2016-09-21,0.2347,
881001.WI,万得全A,2016-09-22,0.6785,
881001.WI,万得全A,2016-09-23,-0.4319,
881001.WI,万得全A,2016-09-26,-2.0431,
881001.WI,万得全A,2016-09-27,0.7193,
881001.WI,万得全A,2016-09-28,-0.2249,
881001.WI,万得全A,2016-09-29,0.3997,
881001.WI,万得全A,2016-09-30,0.4307,
881001.WI,万得全A,2016-10-10,1.8019,
881001.WI,万得全A,2016-10-11,0.59,
881001.WI,万得全A,2016-10-12,-0.0331,
881001.WI,万得全A,2016-10-13,0.1077,
881001.WI,万得全A,2016-10-14,-0.0538,
881001.WI,万得全A,2016-10-17,-0.9078,
881001.WI,万得全A,2016-10-18,1.5191,
881001.WI,万得全A,2016-10-19,-0.0909,
881001.WI,万得全A,2016-10-20,0.1922,
881001.WI,万得全A,2016-10-21,-0.1272,
881001.WI,万得全A,2016-10-24,1.0559,
881001.WI,万得全A,2016-10-25,0.2802,
881001.WI,万得全A,2016-10-26,-0.4021,
881001.WI,万得全A,2016-10-27,-0.1213,
881001.WI,万得全A,2016-10-28,-0.5876,
881001.WI,万得全A,2016-10-31,-0.0752,
881001.WI,万得全A,2016-11-01,0.9368,
881001.WI,万得全A,2016-11-02,-0.6683,
881001.WI,万得全A,2016-11-03,0.7246,
881001.WI,万得全A,2016-11-04,-0.2403,
881001.WI,万得全A,2016-11-07,0.0995,
881001.WI,万得全A,2016-11-08,0.5476,
881001.WI,万得全A,2016-11-09,-0.5728,
881001.WI,万得全A,2016-11-10,1.3066,
881001.WI,万得全A,2016-11-11,0.6465,
881001.WI,万得全A,2016-11-14,0.3554,
881001.WI,万得全A,2016-11-15,0.2648,
881001.WI,万得全A,2016-11-16,0.0435,
881001.WI,万得全A,2016-11-17,-0.075,
881001.WI,万得全A,2016-11-18,-0.3848,
881001.WI,万得全A,2016-11-21,0.4608,
881001.WI,万得全A,2016-11-22,0.8419,
881001.WI,万得全A,2016-11-23,-0.228,
881001.WI,万得全A,2016-11-24,-0.1073,
881001.WI,万得全A,2016-11-25,0.5346,
881001.WI,万得全A,2016-11-28,0.1702,
881001.WI,万得全A,2016-11-29,-0.2727,
881001.WI,万得全A,2016-11-30,-0.4853,
881001.WI,万得全A,2016-12-01,0.6448,
881001.WI,万得全A,2016-12-02,-1.3769,
881001.WI,万得全A,2016-12-05,-1.0188,
881001.WI,万得全A,2016-12-06,0.0368,
881001.WI,万得全A,2016-12-07,0.8253,
881001.WI,万得全A,2016-12-08,-0.3386,
881001.WI,万得全A,2016-12-09,0.0972,
881001.WI,万得全A,2016-12-12,-3.6949,
881001.WI,万得全A,2016-12-13,0.2213,
881001.WI,万得全A,2016-12-14,-0.6106,
881001.WI,万得全A,2016-12-15,0.0104,
881001.WI,万得全A,2016-12-16,0.5884,
881001.WI,万得全A,2016-12-19,-0.242,
881001.WI,万得全A,2016-12-20,-0.346,
881001.WI,万得全A,2016-12-21,0.8035,
881001.WI,万得全A,2016-12-22,-0.0714,
881001.WI,万得全A,2016-12-23,-1.0164,
881001.WI,万得全A,2016-12-26,0.4066,
881001.WI,万得全A,2016-12-27,0.01,
881001.WI,万得全A,2016-12-28,-0.3455,
881001.WI,万得全A,2016-12-29,-0.2229,
881001.WI,万得全A,2016-12-30,0.2369,
881001.WI,万得全A,2017-01-03,0.9619,
881001.WI,万得全A,2017-01-04,0.9808,
881001.WI,万得全A,2017-01-05,0.0103,
881001.WI,万得全A,2017-01-06,-0.6502,
881001.WI,万得全A,2017-01-09,0.479,
881001.WI,万得全A,2017-01-10,-0.2564,
881001.WI,万得全A,2017-01-11,-0.9017,
881001.WI,万得全A,2017-01-12,-0.7228,
881001.WI,万得全A,2017-01-13,-0.87,
881001.WI,万得全A,2017-01-16,-1.9991,
881001.WI,万得全A,2017-01-17,0.667,
881001.WI,万得全A,2017-01-18,-0.03,
881001.WI,万得全A,2017-01-19,-0.3611,
881001.WI,万得全A,2017-01-20,1.1837,
881001.WI,万得全A,2017-01-23,0.6429,
881001.WI,万得全A,2017-01-24,-0.1691,
881001.WI,万得全A,2017-01-25,0.3135,
